"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Monroe County, IL"	"17133"	"2018"	"2018"	40	34335	116.4992	83.2282	158.6393	18.4201	0.0054%
	"Monroe County, IL"	"17133"	"2019"	"2019"	39	34637	112.5964	80.0673	153.9226	18.0298	0.0052%
	"Monroe County, IL"	"17133"	"2020"	"2020"	36	34739	103.6299	72.5814	143.4673	17.2717	0.0048%
	"Monroe County, IL"	"17133"	"2021 "	"2021"	25	34932	71.5676	46.3150	105.6481	14.3135	0.0034%
	"Montgomery County, IL"	"17135"	"2018"	"2018"	20	28601	69.9276	42.7139	107.9976	15.6363	0.0027%
	"Montgomery County, IL"	"17135"	"2019"	"2019"	33	28414	116.1399	79.9449	163.1034	20.2174	0.0044%
	"Montgomery County, IL"	"17135"	"2020"	"2020"	26	28045	92.7081	60.5597	135.8388	18.1816	0.0035%
	"Montgomery County, IL"	"17135"	"2021 "	"2021"	16	28084	Unreliable	32.5646	92.5190	14.2430	0.0022%
	"Morgan County, IL"	"17137"	"2018"	"2018"	24	33976	70.6381	45.2592	105.1038	14.4189	0.0032%
	"Morgan County, IL"	"17137"	"2019"	"2019"	24	33658	71.3055	45.6869	106.0969	14.5552	0.0032%
	"Morgan County, IL"	"17137"	"2020"	"2020"	21	33400	62.8743	38.9204	96.1102	13.7203	0.0028%
	"Morgan County, IL"	"17137"	"2021 "	"2021"	12	32606	Unreliable	19.0165	64.2876	10.6241	0.0016%
	"Moultrie County, IL"	"17139"	"2018"	"2018"	28	14717	190.2562	126.4233	274.9734	35.9550	0.0038%
	"Moultrie County, IL"	"17139"	"2019"	"2019"	23	14501	158.6098	100.5443	237.9923	33.0724	0.0031%
	"Moultrie County, IL"	"17139"	"2020"	"2020"	20	14347	139.4020	85.1509	215.2952	31.1712	0.0027%
	"Moultrie County, IL"	"17139"	"2021 "	"2021"	15	14510	Unreliable	57.8591	170.5048	26.6918	0.0020%
	"Ogle County, IL"	"17141"	"2018"	"2018"	32	50923	62.8400	42.9825	88.7112	11.1086	0.0043%
	"Ogle County, IL"	"17141"	"2019"	"2019"	33	50643	65.1620	44.8543	91.5116	11.3433	0.0044%
	"Ogle County, IL"	"17141"	"2020"	"2020"	25	50306	49.6959	32.1607	73.3610	9.9392	0.0034%
	"Ogle County, IL"	"17141"	"2021 "	"2021"	28	51449	54.4228	36.1634	78.6562	10.2849	0.0038%
	"Peoria County, IL"	"17143"	"2018"	"2018"	173	180621	95.7807	81.5078	110.0535	7.2821	0.0233%
	"Peoria County, IL"	"17143"	"2019"	"2019"	127	179179	70.8788	58.5515	83.2062	6.2895	0.0171%
	"Peoria County, IL"	"17143"	"2020"	"2020"	159	177652	89.5008	75.5890	103.4127	7.0979	0.0214%
	"Peoria County, IL"	"17143"	"2021 "	"2021"	113	179432	62.9765	51.3648	74.5882	5.9243	0.0152%
	"Perry County, IL"	"17145"	"2018"	"2018"	17	21174	Unreliable	46.7705	128.5477	19.4725	0.0023%
	"Perry County, IL"	"17145"	"2019"	"2019"	15	20916	Unreliable	40.1384	118.2838	18.5168	0.0020%
	"Perry County, IL"	"17145"	"2020"	"2020"	25	20664	120.9834	78.2944	178.5956	24.1967	0.0034%
	"Perry County, IL"	"17145"	"2021 "	"2021"	24	20985	114.3674	73.2775	170.1695	23.3451	0.0032%
	"Piatt County, IL"	"17147"	"2019"	"2019"	22	16344	134.6060	84.3562	203.7948	28.6981	0.0030%
	"Piatt County, IL"	"17147"	"2020"	"2020"	22	16355	134.5154	84.2995	203.6577	28.6788	0.0030%
	"Piatt County, IL"	"17147"	"2021 "	"2021"	12	16753	Unreliable	37.0114	125.1215	20.6775	0.0016%
	"Pike County, IL"	"17149"	"2018"	"2018"	26	15611	166.5492	108.7950	244.0329	32.6630	0.0035%
	"Pike County, IL"	"17149"	"2019"	"2019"	26	15561	167.0844	109.1445	244.8170	32.7679	0.0035%
	"Pike County, IL"	"17149"	"2020"	"2020"	22	15239	144.3664	90.4730	218.5722	30.7790	0.0030%
	"Pike County, IL"	"17149"	"2021 "	"2021"	15	14618	Unreliable	57.4316	169.2451	26.4946	0.0020%
	"Randolph County, IL"	"17157"	"2018"	"2018"	31	32106	96.5552	65.6044	137.0523	17.3418	0.0042%
	"Randolph County, IL"	"17157"	"2019"	"2019"	32	31782	100.6859	68.8692	142.1383	17.7989	0.0043%
	"Randolph County, IL"	"17157"	"2020"	"2020"	25	31351	79.7423	51.6052	117.7155	15.9485	0.0034%
	"Randolph County, IL"	"17157"	"2021 "	"2021"	28	30142	92.8936	61.7269	134.2573	17.5552	0.0038%
	"Richland County, IL"	"17159"	"2019"	"2019"	12	15513	Unreliable	39.9698	135.1228	22.3303	0.0016%
	"Richland County, IL"	"17159"	"2020"	"2020"	16	15507	Unreliable	58.9762	167.5568	25.7948	0.0022%
	"Richland County, IL"	"17159"	"2021 "	"2021"	12	15796	Unreliable	39.2537	132.7019	21.9302	0.0016%
	"Rock Island County, IL"	"17161"	"2018"	"2018"	139	143477	96.8796	80.7739	112.9854	8.2172	0.0187%
	"Rock Island County, IL"	"17161"	"2019"	"2019"	136	141879	95.8563	79.7459	111.9668	8.2196	0.0183%
	"Rock Island County, IL"	"17161"	"2020"	"2020"	163	140907	115.6791	97.9202	133.4381	9.0607	0.0219%
	"Rock Island County, IL"	"17161"	"2021 "	"2021"	125	142909	87.4682	72.1344	102.8021	7.8234	0.0168%
	"St. Clair County, IL"	"17163"	"2018"	"2018"	168	261059	64.3533	54.6219	74.0846	4.9650	0.0226%
	"St. Clair County, IL"	"17163"	"2019"	"2019"	143	259686	55.0665	46.0409	64.0921	4.6049	0.0192%
	"St. Clair County, IL"	"17163"	"2020"	"2020"	166	258046	64.3296	54.5434	74.1158	4.9929	0.0223%
	"St. Clair County, IL"	"17163"	"2021 "	"2021"	153	254796	60.0480	50.5330	69.5630	4.8546	0.0206%
	"Saline County, IL"	"17165"	"2018"	"2018"	33	23906	138.0407	95.0203	193.8602	24.0298	0.0044%
	"Saline County, IL"	"17165"	"2019"	"2019"	30	23491	127.7085	86.1649	182.3115	23.3163	0.0040%
	"Saline County, IL"	"17165"	"2020"	"2020"	22	23182	94.9012	59.4736	143.6814	20.2330	0.0030%
	"Saline County, IL"	"17165"	"2021 "	"2021"	35	23320	150.0858	104.5407	208.7333	25.3691	0.0047%
	"Sangamon County, IL"	"17167"	"2018"	"2018"	145	195348	74.2265	62.1447	86.3083	6.1642	0.0195%
	"Sangamon County, IL"	"17167"	"2019"	"2019"	163	194672	83.7306	70.8763	96.5848	6.5583	0.0219%
	"Sangamon County, IL"	"17167"	"2020"	"2020"	135	193882	69.6300	57.8841	81.3759	5.9928	0.0181%
	"Sangamon County, IL"	"17167"	"2021 "	"2021"	122	194734	62.6496	51.5324	73.7667	5.6720	0.0164%
	"Shelby County, IL"	"17173"	"2018"	"2018"	27	21741	124.1893	81.8420	180.6893	23.9002	0.0036%
	"Shelby County, IL"	"17173"	"2019"	"2019"	13	21634	Unreliable	31.9958	102.7567	16.6661	0.0017%
	"Shelby County, IL"	"17173"	"2020"	"2020"	10	21299	Unreliable	22.5147	86.3440	14.8471	0.0013%
	"Shelby County, IL"	"17173"	"2021 "	"2021"	19	20789	Unreliable	55.0259	142.7235	20.9673	0.0026%
	"Stark County, IL"	"17175"	"2020"	"2020"	10	5262	Unreliable	91.1326	349.4945	60.0965	0.0013%
	"Stephenson County, IL"	"17177"	"2018"	"2018"	51	44753	113.9588	84.8503	149.8354	15.9574	0.0069%
	"Stephenson County, IL"	"17177"	"2019"	"2019"	49	44498	110.1173	81.4659	145.5806	15.7310	0.0066%
	"Stephenson County, IL"	"17177"	"2020"	"2020"	48	43831	109.5115	80.7450	145.1959	15.8066	0.0065%
	"Stephenson County, IL"	"17177"	"2021 "	"2021"	53	44021	120.3971	90.1858	157.4818	16.5378	0.0071%
	"Tazewell County, IL"	"17179"	"2018"	"2018"	128	132328	96.7293	79.9718	113.4868	8.5497	0.0172%
	"Tazewell County, IL"	"17179"	"2019"	"2019"	94	131803	71.3186	57.6325	87.2761	7.3559	0.0126%
	"Tazewell County, IL"	"17179"	"2020"	"2020"	114	130777	87.1713	71.1692	103.1734	8.1643	0.0153%
	"Tazewell County, IL"	"17179"	"2021 "	"2021"	115	130413	88.1814	72.0644	104.2984	8.2230	0.0155%
	"Union County, IL"	"17181"	"2018"	"2018"	22	16841	130.6336	81.8668	197.7805	27.8512	0.0030%
	"Union County, IL"	"17181"	"2019"	"2019"	14	16653	Unreliable	45.9613	141.0534	22.4684	0.0019%
	"Union County, IL"	"17181"	"2020"	"2020"	19	16498	Unreliable	69.3377	179.8447	26.4208	0.0026%
	"Union County, IL"	"17181"	"2021 "	"2021"	14	16923	Unreliable	45.2280	138.8029	22.1099	0.0019%
	"Vermilion County, IL"	"17183"	"2018"	"2018"	63	76806	82.0248	63.0303	104.9450	10.3342	0.0085%
	"Vermilion County, IL"	"17183"	"2019"	"2019"	69	75758	91.0795	70.8653	115.2666	10.9647	0.0093%
	"Vermilion County, IL"	"17183"	"2020"	"2020"	75	74855	100.1937	78.8084	125.5938	11.5694	0.0101%
	"Vermilion County, IL"	"17183"	"2021 "	"2021"	63	73095	86.1892	66.2304	110.2731	10.8588	0.0085%
	"Wabash County, IL"	"17185"	"2019"	"2019"	13	11520	Unreliable	60.0866	192.9721	31.2982	0.0017%
	"Wabash County, IL"	"17185"	"2021 "	"2021"	12	11202	Unreliable	55.3519	187.1237	30.9240	0.0016%
	"Warren County, IL"	"17187"	"2018"	"2018"	13	17032	Unreliable	40.6410	130.5213	21.1693	0.0017%
	"Warren County, IL"	"17187"	"2019"	"2019"	17	16844	Unreliable	58.7935	161.5929	24.4782	0.0023%
	"Washington County, IL"	"17189"	"2018"	"2018"	19	13995	Unreliable	81.7387	212.0099	31.1461	0.0026%
	"Washington County, IL"	"17189"	"2019"	"2019"	13	13887	Unreliable	49.8450	160.0806	25.9635	0.0017%
	"Washington County, IL"	"17189"	"2020"	"2020"	14	13764	Unreliable	55.6084	170.6598	27.1844	0.0019%
	"Washington County, IL"	"17189"	"2021 "	"2021"	12	13655	Unreliable	45.4084	153.5086	25.3687	0.0016%
	"Wayne County, IL"	"17191"	"2018"	"2018"	18	16332	Unreliable	65.3189	174.1841	25.9775	0.0024%
	"Wayne County, IL"	"17191"	"2019"	"2019"	17	16215	Unreliable	61.0742	167.8612	25.4277	0.0023%
	"Wayne County, IL"	"17191"	"2020"	"2020"	25	16031	155.9479	100.9217	230.2102	31.1896	0.0034%
	"Wayne County, IL"	"17191"	"2021 "	"2021"	18	15963	Unreliable	66.8288	178.2105	26.5780	0.0024%
	"White County, IL"	"17193"	"2018"	"2018"	15	13665	Unreliable	61.4369	181.0483	28.3424	0.0020%
	"White County, IL"	"17193"	"2019"	"2019"	20	13537	147.7432	90.2460	228.1776	33.0364	0.0027%
	"White County, IL"	"17193"	"2020"	"2020"	21	13364	157.1386	97.2719	240.2036	34.2904	0.0028%
	"White County, IL"	"17193"	"2021 "	"2021"	20	13784	145.0958	88.6288	224.0888	32.4444	0.0027%
	"Whiteside County, IL"	"17195"	"2018"	"2018"	57	55626	102.4701	77.6098	132.7623	13.5725	0.0077%
	"Whiteside County, IL"	"17195"	"2019"	"2019"	45	55175	81.5587	59.4897	109.1320	12.1580	0.0060%
	"Whiteside County, IL"	"17195"	"2020"	"2020"	59	54656	107.9479	82.1753	139.2452	14.0536	0.0079%
	"Whiteside County, IL"	"17195"	"2021 "	"2021"	51	55305	92.2159	68.6612	121.2473	12.9128	0.0069%
	"Will County, IL"	"17197"	"2018"	"2018"	370	692310	53.4443	47.9985	58.8900	2.7784	0.0497%
	"Will County, IL"	"17197"	"2019"	"2019"	366	690743	52.9864	47.5579	58.4149	2.7696	0.0492%
	"Will County, IL"	"17197"	"2020"	"2020"	384	688726	55.7551	50.1784	61.3318	2.8452	0.0516%
	"Will County, IL"	"17197"	"2021 "	"2021"	348	697252	49.9102	44.6663	55.1541	2.6755	0.0468%
	"Williamson County, IL"	"17199"	"2018"	"2018"	78	67056	116.3207	91.9469	145.1740	13.1707	0.0105%
	"Williamson County, IL"	"17199"	"2019"	"2019"	60	66597	90.0941	68.7517	115.9692	11.6311	0.0081%
	"Williamson County, IL"	"17199"	"2020"	"2020"	73	66415	109.9149	86.1557	138.2015	12.8646	0.0098%
	"Williamson County, IL"	"17199"	"2021 "	"2021"	80	66879	119.6190	94.8507	148.8766	13.3738	0.0108%
	"Winnebago County, IL"	"17201"	"2018"	"2018"	190	284081	66.8823	57.3721	76.3926	4.8522	0.0255%
	"Winnebago County, IL"	"17201"	"2019"	"2019"	178	282572	62.9928	53.7386	72.2470	4.7215	0.0239%
	"Winnebago County, IL"	"17201"	"2020"	"2020"	214	281295	76.0767	65.8837	86.2697	5.2005	0.0288%
	"Winnebago County, IL"	"17201"	"2021 "	"2021"	159	283119	56.1601	47.4307	64.8896	4.4538	0.0214%
	"Woodford County, IL"	"17203"	"2018"	"2018"	28	38463	72.7972	48.3730	105.2124	13.7574	0.0038%
	"Woodford County, IL"	"17203"	"2019"	"2019"	26	38459	67.6045	44.1613	99.0561	13.2583	0.0035%
	"Woodford County, IL"	"17203"	"2020"	"2020"	19	38091	Unreliable	30.0316	77.8945	11.4434	0.0026%
	"Woodford County, IL"	"17203"	"2021 "	"2021"	34	38225	88.9470	61.5985	124.2946	15.2543	0.0046%
	"Adams County, IN"	"18001"	"2018"	"2018"	21	35636	58.9292	36.4783	90.0797	12.8594	0.0028%
	"Adams County, IN"	"18001"	"2019"	"2019"	20	35777	55.9018	34.1465	86.3359	12.5000	0.0027%
	"Adams County, IN"	"18001"	"2020"	"2020"	15	35839	Unreliable	23.4252	69.0316	10.8066	0.0020%
	"Adams County, IN"	"18001"	"2021 "	"2021"	16	35961	Unreliable	25.4316	72.2534	11.1232	0.0022%
	"Allen County, IN"	"18003"	"2018"	"2018"	269	375351	71.6663	63.1019	80.2306	4.3696	0.0362%
	"Allen County, IN"	"18003"	"2019"	"2019"	255	379299	67.2293	58.9776	75.4810	4.2101	0.0343%
	"Allen County, IN"	"18003"	"2020"	"2020"	297	382187	77.7106	68.8726	86.5487	4.5092	0.0399%
	"Allen County, IN"	"18003"	"2021 "	"2021"	243	388608	62.5309	54.6686	70.3931	4.0114	0.0327%
	"Bartholomew County, IN"	"18005"	"2018"	"2018"	39	82753	47.1282	33.5129	64.4257	7.5466	0.0052%
	"Bartholomew County, IN"	"18005"	"2019"	"2019"	42	83779	50.1319	36.1306	67.7638	7.7355	0.0056%
	"Bartholomew County, IN"	"18005"	"2020"	"2020"	32	84447	37.8936	25.9192	53.4944	6.6987	0.0043%
	"Bartholomew County, IN"	"18005"	"2021 "	"2021"	38	82475	46.0746	32.6051	63.2410	7.4743	0.0051%
	"Benton County, IN"	"18007"	"2020"	"2020"	10	8741	Unreliable	54.8610	210.3924	36.1775	0.0013%
	"Blackford County, IN"	"18009"	"2020"	"2020"	12	11782	Unreliable	52.6271	177.9121	29.4016	0.0016%
	"Boone County, IN"	"18011"	"2018"	"2018"	38	66999	56.7173	40.1365	77.8490	9.2008	0.0051%
	"Boone County, IN"	"18011"	"2019"	"2019"	54	67843	79.5955	59.7946	103.8547	10.8316	0.0073%
	"Boone County, IN"	"18011"	"2020"	"2020"	38	69347	54.7969	38.7776	75.2131	8.8892	0.0051%
	"Boone County, IN"	"18011"	"2021 "	"2021"	44	73052	60.2311	43.7639	80.8572	9.0802	0.0059%
	"Brown County, IN"	"18013"	"2021 "	"2021"	17	15552	Unreliable	63.6779	175.0174	26.5117	0.0023%
	"Carroll County, IN"	"18015"	"2018"	"2018"	14	20127	Unreliable	38.0282	116.7070	18.5902	0.0019%
	"Carroll County, IN"	"18015"	"2019"	"2019"	12	20257	Unreliable	30.6093	103.4783	17.1008	0.0016%
	"Carroll County, IN"	"18015"	"2020"	"2020"	14	20228	Unreliable	37.8383	116.1243	18.4974	0.0019%
	"Cass County, IN"	"18017"	"2018"	"2018"	40	37955	105.3880	75.2902	143.5089	16.6633	0.0054%
	"Cass County, IN"	"18017"	"2019"	"2019"	30	37689	79.5988	53.7053	113.6321	14.5327	0.0040%
	"Cass County, IN"	"18017"	"2020"	"2020"	24	37388	64.1917	41.1289	95.5121	13.1031	0.0032%
	"Cass County, IN"	"18017"	"2021 "	"2021"	21	37563	55.9061	34.6070	85.4586	12.1997	0.0028%
	"Clark County, IN"	"18019"	"2018"	"2018"	100	117360	85.2079	68.5072	101.9087	8.5208	0.0134%
	"Clark County, IN"	"18019"	"2019"	"2019"	92	118302	77.7671	62.6911	95.3743	8.1078	0.0124%
	"Clark County, IN"	"18019"	"2020"	"2020"	106	119266	88.8770	71.9573	105.7967	8.6325	0.0142%
	"Clark County, IN"	"18019"	"2021 "	"2021"	87	122738	70.8827	56.7742	87.4338	7.5994	0.0117%
	"Clay County, IN"	"18021"	"2018"	"2018"	19	26170	Unreliable	43.7116	113.3771	16.6561	0.0026%
	"Clay County, IN"	"18021"	"2019"	"2019"	16	26225	Unreliable	34.8730	99.0774	15.2526	0.0022%
	"Clay County, IN"	"18021"	"2020"	"2020"	18	26246	Unreliable	40.6457	108.3889	16.1649	0.0024%
	"Clay County, IN"	"18021"	"2021 "	"2021"	15	26410	Unreliable	31.7885	93.6776	14.6648	0.0020%
	"Clinton County, IN"	"18023"	"2018"	"2018"	47	32250	145.7364	107.0813	193.7989	21.2578	0.0063%
	"Clinton County, IN"	"18023"	"2019"	"2019"	36	32399	111.1145	77.8235	153.8292	18.5191	0.0048%
	"Clinton County, IN"	"18023"	"2020"	"2020"	51	32206	158.3556	117.9068	208.2091	22.1742	0.0069%
	"Clinton County, IN"	"18023"	"2021 "	"2021"	43	33065	130.0469	94.1149	175.1718	19.8320	0.0058%
	"Daviess County, IN"	"18027"	"2018"	"2018"	26	33147	78.4385	51.2384	114.9304	15.3830	0.0035%
	"Daviess County, IN"	"18027"	"2019"	"2019"	25	33351	74.9603	48.5105	110.6564	14.9921	0.0034%
	"Daviess County, IN"	"18027"	"2020"	"2020"	42	33505	125.3544	90.3442	169.4428	19.3426	0.0056%
	"Daviess County, IN"	"18027"	"2021 "	"2021"	28	33397	83.8399	55.7108	121.1721	15.8442	0.0038%
	"Dearborn County, IN"	"18029"	"2018"	"2018"	42	49568	84.7321	61.0673	114.5332	13.0744	0.0056%
	"Dearborn County, IN"	"18029"	"2019"	"2019"	25	49458	50.5479	32.7121	74.6189	10.1096	0.0034%
	"Dearborn County, IN"	"18029"	"2020"	"2020"	35	49824	70.2473	48.9300	97.6971	11.8740	0.0047%
	"Dearborn County, IN"	"18029"	"2021 "	"2021"	30	50816	59.0365	39.8319	84.2782	10.7785	0.0040%
	"Decatur County, IN"	"18031"	"2018"	"2018"	11	26794	Unreliable	20.4941	73.4570	12.3782	0.0015%
	"Decatur County, IN"	"18031"	"2019"	"2019"	16	26559	Unreliable	34.4344	97.8314	15.0608	0.0022%
	"Decatur County, IN"	"18031"	"2020"	"2020"	11	26584	Unreliable	20.6560	74.0373	12.4760	0.0015%
	"Decatur County, IN"	"18031"	"2021 "	"2021"	14	26320	Unreliable	29.0803	89.2463	14.2160	0.0019%
	"De Kalb County, IN"	"18033"	"2018"	"2018"	43	43226	99.4772	71.9916	133.9947	15.1701	0.0058%
	"De Kalb County, IN"	"18033"	"2019"	"2019"	41	43475	94.3071	67.6766	127.9379	14.7283	0.0055%
	"De Kalb County, IN"	"18033"	"2020"	"2020"	43	43670	98.4658	71.2597	132.6324	15.0159	0.0058%
	"De Kalb County, IN"	"18033"	"2021 "	"2021"	30	43333	69.2313	46.7104	98.8318	12.6398	0.0040%
	"Delaware County, IN"	"18035"	"2018"	"2018"	65	114772	56.6340	43.7090	72.1846	7.0246	0.0087%
	"Delaware County, IN"	"18035"	"2019"	"2019"	69	114135	60.4547	47.0374	76.5091	7.2779	0.0093%
	"Delaware County, IN"	"18035"	"2020"	"2020"	74	113454	65.2247	51.2157	81.8837	7.5822	0.0099%
	"Delaware County, IN"	"18035"	"2021 "	"2021"	53	111871	47.3760	35.4879	61.9687	6.5076	0.0071%
	"Dubois County, IN"	"18037"	"2018"	"2018"	25	42565	58.7337	38.0095	86.7027	11.7467	0.0034%
	"Dubois County, IN"	"18037"	"2019"	"2019"	27	42736	63.1786	41.6353	91.9217	12.1587	0.0036%
	"Dubois County, IN"	"18037"	"2020"	"2020"	28	42542	65.8173	43.7349	95.1244	12.4383	0.0038%
	"Dubois County, IN"	"18037"	"2021 "	"2021"	27	43549	61.9991	40.8580	90.2056	11.9317	0.0036%
	"Elkhart County, IN"	"18039"	"2018"	"2018"	91	205560	44.2693	35.6430	54.3530	4.6407	0.0122%
	"Elkhart County, IN"	"18039"	"2019"	"2019"	88	206341	42.6478	34.2049	52.5434	4.5463	0.0118%
	"Elkhart County, IN"	"18039"	"2020"	"2020"	120	206161	58.2069	47.7924	68.6215	5.3135	0.0161%
	"Elkhart County, IN"	"18039"	"2021 "	"2021"	122	206921	58.9597	48.4973	69.4221	5.3380	0.0164%
	"Fayette County, IN"	"18041"	"2018"	"2018"	19	23047	Unreliable	49.6348	128.7403	18.9131	0.0026%
	"Fayette County, IN"	"18041"	"2021 "	"2021"	22	23360	94.1781	59.0205	142.5866	20.0788	0.0030%
	"Floyd County, IN"	"18043"	"2018"	"2018"	70	77781	89.9963	70.1566	113.7049	10.7566	0.0094%
	"Floyd County, IN"	"18043"	"2019"	"2019"	91	78522	115.8911	93.3086	142.2888	12.1487	0.0122%
	"Floyd County, IN"	"18043"	"2020"	"2020"	107	78936	135.5529	109.8683	161.2375	13.1044	0.0144%
	"Floyd County, IN"	"18043"	"2021 "	"2021"	74	80454	91.9780	72.2230	115.4701	10.6922	0.0099%
	"Fountain County, IN"	"18045"	"2020"	"2020"	12	16511	Unreliable	37.5539	126.9554	20.9806	0.0016%
	"Fountain County, IN"	"18045"	"2021 "	"2021"	11	16427	Unreliable	33.4279	119.8154	20.1901	0.0015%
	"Franklin County, IN"	"18047"	"2018"	"2018"	11	22736	Unreliable	24.1520	86.5679	14.5875	0.0015%
	"Franklin County, IN"	"18047"	"2019"	"2019"	15	22758	Unreliable	36.8897	108.7101	17.0181	0.0020%
	"Franklin County, IN"	"18047"	"2020"	"2020"	18	22761	Unreliable	46.8691	124.9846	18.6400	0.0024%
	"Franklin County, IN"	"18047"	"2021 "	"2021"	14	22842	Unreliable	33.5082	102.8352	16.3806	0.0019%
	"Fulton County, IN"	"18049"	"2018"	"2018"	13	20092	Unreliable	34.4514	110.6430	17.9452	0.0017%
	"Fulton County, IN"	"18049"	"2019"	"2019"	10	19974	Unreliable	24.0082	92.0717	15.8320	0.0013%
	"Fulton County, IN"	"18049"	"2021 "	"2021"	11	20386	Unreliable	26.9361	96.5470	16.2691	0.0015%
	"Gibson County, IN"	"18051"	"2018"	"2018"	32	33452	95.6595	65.4311	135.0424	16.9104	0.0043%
	"Gibson County, IN"	"18051"	"2019"	"2019"	23	33659	68.3324	43.3166	102.5321	14.2483	0.0031%
	"Gibson County, IN"	"18051"	"2020"	"2020"	18	33825	Unreliable	31.5384	84.1027	12.5429	0.0024%
	"Gibson County, IN"	"18051"	"2021 "	"2021"	21	32924	63.7833	39.4831	97.4997	13.9186	0.0028%
	"Grant County, IN"	"18053"	"2018"	"2018"	55	65936	83.4142	62.8393	108.5753	11.2476	0.0074%
	"Grant County, IN"	"18053"	"2019"	"2019"	51	65769	77.5441	57.7370	101.9566	10.8584	0.0069%
	"Grant County, IN"	"18053"	"2020"	"2020"	68	65225	104.2545	80.9578	132.1676	12.6427	0.0091%
	"Grant County, IN"	"18053"	"2021 "	"2021"	64	66263	96.5848	74.3819	123.3369	12.0731	0.0086%
	"Greene County, IN"	"18055"	"2018"	"2018"	17	32006	Unreliable	30.9416	85.0425	12.8823	0.0023%
	"Greene County, IN"	"18055"	"2019"	"2019"	16	31922	Unreliable	28.6493	81.3954	12.5305	0.0022%
	"Greene County, IN"	"18055"	"2020"	"2020"	16	32203	Unreliable	28.3993	80.6852	12.4212	0.0022%
	"Greene County, IN"	"18055"	"2021 "	"2021"	17	30786	Unreliable	32.1678	88.4126	13.3928	0.0023%
	"Hamilton County, IN"	"18057"	"2018"	"2018"	211	330086	63.9227	55.2975	72.5480	4.4006	0.0284%
	"Hamilton County, IN"	"18057"	"2019"	"2019"	191	338011	56.5070	48.4932	64.5209	4.0887	0.0257%
	"Hamilton County, IN"	"18057"	"2020"	"2020"	180	344238	52.2894	44.6505	59.9284	3.8974	0.0242%
	"Hamilton County, IN"	"18057"	"2021 "	"2021"	205	356650	57.4793	49.6108	65.3478	4.0145	0.0276%
	"Hancock County, IN"	"18059"	"2018"	"2018"	43	76351	56.3188	40.7579	75.8609	8.5885	0.0058%
	"Hancock County, IN"	"18059"	"2019"	"2019"	64	78168	81.8749	63.0535	104.5527	10.2344	0.0086%
	"Hancock County, IN"	"18059"	"2020"	"2020"	42	79553	52.7950	38.0499	71.3635	8.1464	0.0056%
	"Hancock County, IN"	"18059"	"2021 "	"2021"	46	81789	56.2423	41.1767	75.0193	8.2925	0.0062%
	"Harrison County, IN"	"18061"	"2018"	"2018"	16	40350	Unreliable	22.6653	64.3942	9.9133	0.0022%
	"Harrison County, IN"	"18061"	"2019"	"2019"	26	40515	64.1738	41.9202	94.0293	12.5855	0.0035%
	"Harrison County, IN"	"18061"	"2020"	"2020"	25	40682	61.4522	39.7688	90.7158	12.2904	0.0034%
	"Harrison County, IN"	"18061"	"2021 "	"2021"	36	39761	90.5410	63.4140	125.3467	15.0902	0.0048%
	"Hendricks County, IN"	"18063"	"2018"	"2018"	134	167009	80.2352	66.6499	93.8205	6.9313	0.0180%
	"Hendricks County, IN"	"18063"	"2019"	"2019"	103	170311	60.4776	48.7979	72.1573	5.9590	0.0138%
	"Hendricks County, IN"	"18063"	"2020"	"2020"	108	173251	62.3373	50.5804	74.0942	5.9984	0.0145%
	"Hendricks County, IN"	"18063"	"2021 "	"2021"	119	179355	66.3489	54.4278	78.2700	6.0822	0.0160%
	"Henry County, IN"	"18065"	"2018"	"2018"	24	48271	49.7193	31.8561	73.9783	10.1489	0.0032%
	"Henry County, IN"	"18065"	"2019"	"2019"	32	47972	66.7056	45.6266	94.1683	11.7920	0.0043%
	"Henry County, IN"	"18065"	"2020"	"2020"	30	48033	62.4571	42.1398	89.1612	11.4030	0.0040%
	"Henry County, IN"	"18065"	"2021 "	"2021"	36	48935	73.5670	51.5256	101.8476	12.2612	0.0048%
	"Howard County, IN"	"18067"	"2018"	"2018"	74	82366	89.8429	70.5464	112.7897	10.4440	0.0099%
	"Howard County, IN"	"18067"	"2019"	"2019"	62	82544	75.1115	57.5872	96.2891	9.5392	0.0083%
	"Howard County, IN"	"18067"	"2020"	"2020"	56	82732	67.6884	51.1312	87.8989	9.0452	0.0075%
	"Howard County, IN"	"18067"	"2021 "	"2021"	46	83687	54.9667	40.2428	73.3179	8.1044	0.0062%
	"Huntington County, IN"	"18069"	"2018"	"2018"	16	36240	Unreliable	25.2358	71.6971	11.0375	0.0022%
	"Huntington County, IN"	"18069"	"2019"	"2019"	36	36520	98.5761	69.0417	136.4708	16.4294	0.0048%
