"Notes"	"County"	"County Code"	"Single Race 6"	"Single Race 6 Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Kane County, IL"	"17089"	"Black or African American"	"2054-5"	64	127028	50.3826	38.8006	64.3376	6.2978	0.0060%
	"Kane County, IL"	"17089"	"White"	"2106-3"	1068	1825943	58.4903	54.9824	61.9983	1.7898	0.0993%
	"Kankakee County, IL"	"17091"	"Black or African American"	"2054-5"	48	65729	73.0271	53.8444	96.8230	10.5406	0.0045%
	"Kankakee County, IL"	"17091"	"White"	"2106-3"	342	353382	96.7791	86.5220	107.0362	5.2332	0.0318%
	"Kendall County, IL"	"17093"	"White"	"2106-3"	230	446612	51.4988	44.8432	58.1545	3.3957	0.0214%
	"Knox County, IL"	"17095"	"White"	"2106-3"	336	172817	194.4253	173.6360	215.2146	10.6068	0.0313%
	"Lake County, IL"	"17097"	"Asian"	"A"	38	241203	15.7544	11.1487	21.6241	2.5557	0.0035%
	"Lake County, IL"	"17097"	"Black or African American"	"2054-5"	123	211214	58.2348	47.9431	68.5264	5.2509	0.0114%
	"Lake County, IL"	"17097"	"White"	"2106-3"	1480	2259277	65.5077	62.1702	68.8452	1.7028	0.1377%
	"LaSalle County, IL"	"17099"	"White"	"2106-3"	521	409658	127.1793	116.2585	138.1000	5.5718	0.0485%
	"Lawrence County, IL"	"17101"	"White"	"2106-3"	99	54177	182.7344	148.5174	222.4718	18.3655	0.0092%
	"Lee County, IL"	"17103"	"Black or African American"	"2054-5"	12	7928	Unreliable	78.2104	264.3996	43.6945	0.0011%
	"Lee County, IL"	"17103"	"White"	"2106-3"	117	124221	94.1870	77.1201	111.2538	8.7076	0.0109%
	"Livingston County, IL"	"17105"	"White"	"2106-3"	186	132278	140.6130	120.4049	160.8210	10.3102	0.0173%
	"Logan County, IL"	"17107"	"White"	"2106-3"	163	100887	161.5669	136.7633	186.3705	12.6549	0.0152%
	"McDonough County, IL"	"17109"	"White"	"2106-3"	153	103908	147.2456	123.9136	170.5777	11.9041	0.0142%
	"McHenry County, IL"	"17111"	"White"	"2106-3"	754	1145751	65.8084	61.1110	70.5057	2.3966	0.0701%
	"McLean County, IL"	"17113"	"Black or African American"	"2054-5"	17	58318	Unreliable	16.9813	46.6729	7.0700	0.0016%
	"McLean County, IL"	"17113"	"White"	"2106-3"	461	573209	80.4244	73.0828	87.7661	3.7457	0.0429%
	"Macon County, IL"	"17115"	"Black or African American"	"2054-5"	66	74241	88.8997	68.7550	113.1026	10.9428	0.0061%
	"Macon County, IL"	"17115"	"White"	"2106-3"	538	320478	167.8742	153.6886	182.0599	7.2376	0.0500%
	"Macoupin County, IL"	"17117"	"White"	"2106-3"	226	173763	130.0622	113.1051	147.0194	8.6516	0.0210%
	"Madison County, IL"	"17119"	"Black or African American"	"2054-5"	57	94269	60.4653	45.7958	78.3400	8.0088	0.0053%
	"Madison County, IL"	"17119"	"White"	"2106-3"	1114	922114	120.8094	113.7150	127.9037	3.6196	0.1036%
	"Marion County, IL"	"17121"	"White"	"2106-3"	279	138231	201.8361	178.1522	225.5199	12.0836	0.0260%
	"Marshall County, IL"	"17123"	"White"	"2106-3"	63	44484	141.6240	108.8281	181.1979	17.8429	0.0059%
	"Mason County, IL"	"17125"	"White"	"2106-3"	74	51475	143.7591	112.8825	180.4766	16.7117	0.0069%
	"Massac County, IL"	"17127"	"White"	"2106-3"	117	49966	234.1592	191.7291	276.5894	21.6480	0.0109%
	"Menard County, IL"	"17129"	"White"	"2106-3"	61	47117	129.4649	99.0303	166.3029	16.5763	0.0057%
	"Mercer County, IL"	"17131"	"White"	"2106-3"	81	60169	134.6208	106.9078	167.3216	14.9579	0.0075%
	"Monroe County, IL"	"17133"	"White"	"2106-3"	135	135311	99.7702	82.9399	116.6004	8.5868	0.0126%
	"Montgomery County, IL"	"17135"	"White"	"2106-3"	176	106953	164.5583	140.2463	188.8702	12.4040	0.0164%
	"Morgan County, IL"	"17137"	"White"	"2106-3"	188	120021	156.6393	134.2480	179.0305	11.4241	0.0175%
	"Moultrie County, IL"	"17139"	"White"	"2106-3"	78	56661	137.6608	108.8154	171.8076	15.5870	0.0073%
	"Ogle County, IL"	"17141"	"White"	"2106-3"	207	195283	106.0000	91.5597	120.4403	7.3675	0.0193%
	"Peoria County, IL"	"17143"	"Black or African American"	"2054-5"	81	135098	59.9565	47.6138	74.5205	6.6618	0.0075%
	"Peoria County, IL"	"17143"	"White"	"2106-3"	642	525735	122.1148	112.6686	131.5609	4.8195	0.0597%
	"Perry County, IL"	"17145"	"White"	"2106-3"	110	73517	149.6253	121.6635	177.5870	14.2662	0.0102%
	"Piatt County, IL"	"17147"	"White"	"2106-3"	73	64033	114.0037	89.3607	143.3426	13.3431	0.0068%
	"Pike County, IL"	"17149"	"White"	"2106-3"	76	59179	128.4239	101.1839	160.7418	14.7312	0.0071%
	"Pope County, IL"	"17151"	"White"	"2106-3"	21	14989	140.1027	86.7264	214.1625	30.5729	0.0020%
	"Pulaski County, IL"	"17153"	"White"	"2106-3"	30	13743	218.2929	147.2823	311.6263	39.8547	0.0028%
	"Putnam County, IL"	"17155"	"White"	"2106-3"	20	22076	90.5961	55.3388	139.9185	20.2579	0.0019%
	"Randolph County, IL"	"17157"	"White"	"2106-3"	147	108981	134.8859	113.0805	156.6913	11.1252	0.0137%
	"Richland County, IL"	"17159"	"White"	"2106-3"	133	60370	220.3081	182.8660	257.7502	19.1031	0.0124%
	"Rock Island County, IL"	"17161"	"Black or African American"	"2054-5"	32	64644	49.5019	33.8593	69.8818	8.7508	0.0030%
	"Rock Island County, IL"	"17161"	"White"	"2106-3"	593	467776	126.7701	116.5667	136.9735	5.2058	0.0552%
	"St. Clair County, IL"	"17163"	"Black or African American"	"2054-5"	257	316425	81.2199	71.2898	91.1499	5.0664	0.0239%
	"St. Clair County, IL"	"17163"	"White"	"2106-3"	797	668721	119.1827	110.9083	127.4572	4.2217	0.0741%
	"Saline County, IL"	"17165"	"White"	"2106-3"	219	87156	251.2736	217.9938	284.5534	16.9795	0.0204%
	"Sangamon County, IL"	"17167"	"Black or African American"	"2054-5"	55	102498	53.6596	40.4239	69.8455	7.2355	0.0051%
	"Sangamon County, IL"	"17167"	"White"	"2106-3"	757	636496	118.9324	110.4600	127.4048	4.3227	0.0704%
	"Schuyler County, IL"	"17169"	"White"	"2106-3"	49	25758	190.2322	140.7357	251.4964	27.1760	0.0046%
	"Scott County, IL"	"17171"	"White"	"2106-3"	19	19112	Unreliable	59.8542	155.2469	22.8071	0.0018%
	"Shelby County, IL"	"17173"	"White"	"2106-3"	107	83689	127.8543	103.6284	152.0802	12.3601	0.0100%
	"Stark County, IL"	"17175"	"White"	"2106-3"	32	20568	155.5815	106.4177	219.6344	27.5032	0.0030%
	"Stephenson County, IL"	"17177"	"White"	"2106-3"	220	150941	145.7523	126.4921	165.0125	9.8266	0.0205%
	"Tazewell County, IL"	"17179"	"White"	"2106-3"	626	503039	124.4436	114.6950	134.1922	4.9738	0.0582%
	"Union County, IL"	"17181"	"White"	"2106-3"	129	64012	201.5247	166.7479	236.3015	17.7433	0.0120%
	"Vermilion County, IL"	"17183"	"Black or African American"	"2054-5"	22	42172	52.1673	32.6927	78.9818	11.1221	0.0020%
	"Vermilion County, IL"	"17183"	"White"	"2106-3"	450	246602	182.4803	165.6200	199.3406	8.6022	0.0419%
	"Wabash County, IL"	"17185"	"White"	"2106-3"	69	43636	158.1263	123.0318	200.1183	19.0362	0.0064%
	"Warren County, IL"	"17187"	"White"	"2106-3"	84	61768	135.9927	108.4733	168.3685	14.8380	0.0078%
	"Washington County, IL"	"17189"	"White"	"2106-3"	64	53789	118.9834	91.6315	151.9395	14.8729	0.0060%
	"Wayne County, IL"	"17191"	"White"	"2106-3"	98	62838	155.9566	126.6134	190.0612	15.7540	0.0091%
	"White County, IL"	"17193"	"White"	"2106-3"	129	52822	244.2164	202.0724	286.3605	21.5021	0.0120%
	"Whiteside County, IL"	"17195"	"White"	"2106-3"	285	210378	135.4704	119.7423	151.1986	8.0246	0.0265%
	"Will County, IL"	"17197"	"Asian"	"A"	36	170558	21.1072	14.7833	29.2212	3.5179	0.0033%
	"Will County, IL"	"17197"	"Black or African American"	"2054-5"	128	341397	37.4930	30.9977	43.9883	3.3139	0.0119%
	"Will County, IL"	"17197"	"White"	"2106-3"	1459	2185984	66.7434	63.3186	70.1682	1.7474	0.1357%
	"Williamson County, IL"	"17199"	"White"	"2106-3"	409	244251	167.4507	151.2221	183.6793	8.2799	0.0380%
	"Winnebago County, IL"	"17201"	"Black or African American"	"2054-5"	117	158968	73.5997	60.2633	86.9361	6.8043	0.0109%
	"Winnebago County, IL"	"17201"	"White"	"2106-3"	1107	898198	123.2468	115.9864	130.5071	3.7043	0.1030%
	"Woodford County, IL"	"17203"	"White"	"2106-3"	136	148535	91.5609	76.1724	106.9494	7.8513	0.0127%
	"Adams County, IN"	"18001"	"White"	"2106-3"	143	139925	102.1976	85.4471	118.9481	8.5462	0.0133%
	"Allen County, IN"	"18003"	"Asian"	"A"	17	72487	Unreliable	13.6620	37.5498	5.6881	0.0016%
	"Allen County, IN"	"18003"	"Black or African American"	"2054-5"	124	183025	67.7503	55.8254	79.6753	6.0842	0.0115%
	"Allen County, IN"	"18003"	"White"	"2106-3"	1149	1210684	94.9050	89.4174	100.3927	2.7998	0.1069%
	"Bartholomew County, IN"	"18005"	"White"	"2106-3"	348	290303	119.8748	107.2799	132.4696	6.4260	0.0324%
	"Benton County, IN"	"18007"	"White"	"2106-3"	39	33750	115.5556	82.1716	157.9679	18.5037	0.0036%
	"Blackford County, IN"	"18009"	"White"	"2106-3"	89	45995	193.4993	155.3954	238.1183	20.5109	0.0083%
	"Boone County, IN"	"18011"	"White"	"2106-3"	215	255681	84.0892	72.8489	95.3294	5.7348	0.0200%
	"Brown County, IN"	"18013"	"White"	"2106-3"	79	58967	133.9732	106.0680	166.9708	15.0732	0.0073%
	"Carroll County, IN"	"18015"	"White"	"2106-3"	91	78807	115.4720	92.9711	141.7742	12.1048	0.0085%
	"Cass County, IN"	"18017"	"White"	"2106-3"	187	139165	134.3729	115.1133	153.6324	9.8263	0.0174%
	"Clark County, IN"	"18019"	"Black or African American"	"2054-5"	21	39870	52.6712	32.6045	80.5137	11.4938	0.0020%
	"Clark County, IN"	"18019"	"White"	"2106-3"	588	416720	141.1019	129.6968	152.5071	5.8189	0.0547%
	"Clay County, IN"	"18021"	"White"	"2106-3"	129	102036	126.4260	104.6088	148.2431	11.1312	0.0120%
	"Clinton County, IN"	"18023"	"White"	"2106-3"	150	126121	118.9334	99.9001	137.9667	9.7109	0.0140%
	"Crawford County, IN"	"18025"	"White"	"2106-3"	63	40991	153.6923	118.1018	196.6385	19.3634	0.0059%
	"Daviess County, IN"	"18027"	"White"	"2106-3"	132	127292	103.6986	86.0080	121.3892	9.0258	0.0123%
	"Dearborn County, IN"	"18029"	"White"	"2106-3"	245	194144	126.1950	110.3929	141.9971	8.0623	0.0228%
	"Decatur County, IN"	"18031"	"White"	"2106-3"	159	102617	154.9451	130.8607	179.0295	12.2879	0.0148%
	"De Kalb County, IN"	"18033"	"White"	"2106-3"	195	168916	115.4420	99.2387	131.6453	8.2670	0.0181%
	"Delaware County, IN"	"18035"	"Black or African American"	"2054-5"	30	32927	91.1106	61.4723	130.0659	16.6345	0.0028%
	"Delaware County, IN"	"18035"	"White"	"2106-3"	674	402476	167.4634	154.8205	180.1063	6.4504	0.0627%
	"Dubois County, IN"	"18037"	"White"	"2106-3"	140	166202	84.2348	70.2813	98.1884	7.1191	0.0130%
	"Elkhart County, IN"	"18039"	"Black or African American"	"2054-5"	25	50693	49.3165	31.9152	72.8010	9.8633	0.0023%
	"Elkhart County, IN"	"18039"	"White"	"2106-3"	677	737066	91.8507	84.9317	98.7697	3.5301	0.0630%
	"Fayette County, IN"	"18041"	"White"	"2106-3"	152	89154	170.4915	143.3873	197.5957	13.8287	0.0141%
	"Floyd County, IN"	"18043"	"Black or African American"	"2054-5"	12	17676	Unreliable	35.0788	118.5879	19.5978	0.0011%
	"Floyd County, IN"	"18043"	"White"	"2106-3"	341	285046	119.6298	106.9323	132.3273	6.4783	0.0317%
	"Fountain County, IN"	"18045"	"White"	"2106-3"	115	63839	180.1407	147.2162	213.0651	16.7982	0.0107%
	"Franklin County, IN"	"18047"	"White"	"2106-3"	96	88927	107.9537	87.4425	131.8298	11.0180	0.0089%
	"Fulton County, IN"	"18049"	"White"	"2106-3"	123	77248	159.2274	131.0876	187.3672	14.3571	0.0114%
	"Gibson County, IN"	"18051"	"White"	"2106-3"	144	126295	114.0188	95.3957	132.6418	9.5016	0.0134%
	"Grant County, IN"	"18053"	"Black or African American"	"2054-5"	16	19679	Unreliable	46.4731	132.0344	20.3262	0.0015%
	"Grant County, IN"	"18053"	"White"	"2106-3"	434	232632	186.5607	169.0086	204.1129	8.9552	0.0404%
	"Greene County, IN"	"18055"	"White"	"2106-3"	154	124092	124.1015	104.5007	143.7022	10.0004	0.0143%
	"Hamilton County, IN"	"18057"	"Asian"	"A"	12	90884	Unreliable	6.8225	23.0641	3.8116	0.0011%
	"Hamilton County, IN"	"18057"	"Black or African American"	"2054-5"	15	63249	Unreliable	13.2735	39.1156	6.1234	0.0014%
	"Hamilton County, IN"	"18057"	"White"	"2106-3"	637	1181151	53.9304	49.7423	58.1186	2.1368	0.0593%
	"Hancock County, IN"	"18059"	"White"	"2106-3"	334	295742	112.9363	100.8243	125.0483	6.1796	0.0311%
	"Harrison County, IN"	"18061"	"White"	"2106-3"	194	156505	123.9577	106.5144	141.4010	8.8996	0.0180%
	"Hendricks County, IN"	"18063"	"White"	"2106-3"	517	593030	87.1794	79.6645	94.6943	3.8341	0.0481%
	"Henry County, IN"	"18065"	"White"	"2106-3"	282	183654	153.5496	135.6279	171.4714	9.1437	0.0262%
	"Howard County, IN"	"18067"	"Black or African American"	"2054-5"	15	26535	Unreliable	31.6388	93.2363	14.5958	0.0014%
	"Howard County, IN"	"18067"	"White"	"2106-3"	479	289314	165.5641	150.7370	180.3911	7.5648	0.0446%
	"Huntington County, IN"	"18069"	"White"	"2106-3"	203	141028	143.9430	124.1415	163.7446	10.1028	0.0189%
	"Jackson County, IN"	"18071"	"White"	"2106-3"	225	167602	134.2466	116.7051	151.7882	8.9498	0.0209%
	"Jasper County, IN"	"18073"	"White"	"2106-3"	165	129339	127.5717	108.1061	147.0374	9.9314	0.0153%
	"Jay County, IN"	"18075"	"White"	"2106-3"	113	79817	141.5739	115.4703	167.6774	13.3181	0.0105%
	"Jefferson County, IN"	"18077"	"White"	"2106-3"	188	123251	152.5343	130.7298	174.3387	11.1247	0.0175%
	"Jennings County, IN"	"18079"	"White"	"2106-3"	152	106909	142.1770	119.5741	164.7799	11.5321	0.0141%
	"Johnson County, IN"	"18081"	"White"	"2106-3"	588	579866	101.4027	93.2065	109.5990	4.1818	0.0547%
	"Knox County, IN"	"18083"	"White"	"2106-3"	230	137492	167.2825	145.6631	188.9018	11.0303	0.0214%
	"Kosciusko County, IN"	"18085"	"White"	"2106-3"	335	302736	110.6575	98.8076	122.5074	6.0459	0.0312%
	"Lagrange County, IN"	"18087"	"White"	"2106-3"	99	156168	63.3933	51.5229	77.1788	6.3713	0.0092%
	"Lake County, IN"	"18089"	"Black or African American"	"2054-5"	414	479220	86.3904	78.0685	94.7123	4.2459	0.0385%
	"Lake County, IN"	"18089"	"White"	"2106-3"	1549	1391312	111.3338	105.7893	116.8782	2.8288	0.1441%
	"La Porte County, IN"	"18091"	"Black or African American"	"2054-5"	36	51476	69.9355	48.9821	96.8201	11.6559	0.0033%
	"La Porte County, IN"	"18091"	"White"	"2106-3"	471	374246	125.8530	114.4870	137.2191	5.7990	0.0438%
	"Lawrence County, IN"	"18093"	"White"	"2106-3"	259	176011	147.1499	129.2287	165.0711	9.1434	0.0241%
	"Madison County, IN"	"18095"	"Black or African American"	"2054-5"	32	44447	71.9959	49.2452	101.6366	12.7272	0.0030%
	"Madison County, IN"	"18095"	"White"	"2106-3"	740	458577	161.3688	149.7420	172.9955	5.9320	0.0688%
	"Marion County, IN"	"18097"	"Asian"	"A"	20	150964	13.2482	8.0924	20.4608	2.9624	0.0019%
	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	679	1129172	60.1326	55.6095	64.6556	2.3077	0.0632%
	"Marion County, IN"	"18097"	"White"	"2106-3"	2627	2436684	107.8105	103.6877	111.9332	2.1034	0.2444%
	"Marshall County, IN"	"18099"	"White"	"2106-3"	197	178178	110.5636	95.1240	126.0032	7.8773	0.0183%
	"Martin County, IN"	"18101"	"White"	"2106-3"	43	39421	109.0789	78.9404	146.9282	16.6344	0.0040%
	"Miami County, IN"	"18103"	"White"	"2106-3"	180	129984	138.4786	118.2483	158.7089	10.3216	0.0167%
	"Monroe County, IN"	"18105"	"White"	"2106-3"	379	502370	75.4424	67.8470	83.0378	3.8752	0.0353%
	"Montgomery County, IN"	"18107"	"White"	"2106-3"	193	147093	131.2095	112.6980	149.7211	9.4447	0.0180%
	"Morgan County, IN"	"18109"	"White"	"2106-3"	330	275276	119.8797	106.9453	132.8140	6.5992	0.0307%
	"Newton County, IN"	"18111"	"White"	"2106-3"	82	53734	152.6036	121.3702	189.4207	16.8522	0.0076%
	"Noble County, IN"	"18113"	"White"	"2106-3"	218	183766	118.6291	102.8814	134.3769	8.0346	0.0203%
	"Ohio County, IN"	"18115"	"White"	"2106-3"	47	22991	204.4278	150.2054	271.8461	29.8189	0.0044%
	"Orange County, IN"	"18117"	"White"	"2106-3"	123	75591	162.7178	133.9611	191.4745	14.6718	0.0114%
	"Owen County, IN"	"18119"	"White"	"2106-3"	121	81509	148.4499	121.9988	174.9009	13.4954	0.0113%
	"Parke County, IN"	"18121"	"White"	"2106-3"	64	64218	99.6605	76.7506	127.2645	12.4576	0.0060%
	"Perry County, IN"	"18123"	"White"	"2106-3"	86	72847	118.0557	94.4292	145.7975	12.7303	0.0080%
	"Pike County, IN"	"18125"	"White"	"2106-3"	57	47967	118.8317	90.0019	153.9607	15.7396	0.0053%
	"Porter County, IN"	"18127"	"White"	"2106-3"	671	629027	106.6727	98.6013	114.7441	4.1181	0.0624%
	"Posey County, IN"	"18129"	"White"	"2106-3"	113	98056	115.2403	93.9921	136.4884	10.8409	0.0105%
	"Pulaski County, IN"	"18131"	"White"	"2106-3"	80	47876	167.0983	132.4990	207.9689	18.6822	0.0074%
	"Putnam County, IN"	"18133"	"White"	"2106-3"	183	139329	131.3438	112.3137	150.3739	9.7092	0.0170%
	"Randolph County, IN"	"18135"	"White"	"2106-3"	165	95041	173.6093	147.1190	200.0996	13.5155	0.0153%
	"Ripley County, IN"	"18137"	"White"	"2106-3"	149	110993	134.2427	112.6874	155.7980	10.9976	0.0139%
	"Rush County, IN"	"18139"	"White"	"2106-3"	96	64448	148.9573	120.6554	181.9022	15.2029	0.0089%
	"St. Joseph County, IN"	"18141"	"Black or African American"	"2054-5"	101	150275	67.2101	54.1023	80.3179	6.6877	0.0094%
	"St. Joseph County, IN"	"18141"	"White"	"2106-3"	973	864403	112.5632	105.4904	119.6361	3.6086	0.0905%
	"Scott County, IN"	"18143"	"White"	"2106-3"	176	93023	189.2005	161.2479	217.1531	14.2615	0.0164%
	"Shelby County, IN"	"18145"	"White"	"2106-3"	214	171897	124.4932	107.8132	141.1731	8.5102	0.0199%
	"Spencer County, IN"	"18147"	"White"	"2106-3"	88	78331	112.3438	90.1031	138.4109	11.9759	0.0082%
	"Starke County, IN"	"18149"	"White"	"2106-3"	138	90026	153.2890	127.7133	178.8648	13.0488	0.0128%
	"Steuben County, IN"	"18151"	"White"	"2106-3"	134	134180	99.8659	82.9567	116.7750	8.6271	0.0125%
	"Sullivan County, IN"	"18153"	"White"	"2106-3"	104	76866	135.3004	109.2965	161.3043	13.2673	0.0097%
	"Switzerland County, IN"	"18155"	"White"	"2106-3"	41	40661	100.8337	72.3603	136.7920	15.7476	0.0038%
	"Tippecanoe County, IN"	"18157"	"Black or African American"	"2054-5"	15	46384	Unreliable	18.0997	53.3379	8.3498	0.0014%
	"Tippecanoe County, IN"	"18157"	"White"	"2106-3"	528	639262	82.5952	75.5500	89.6405	3.5945	0.0491%
	"Tipton County, IN"	"18159"	"White"	"2106-3"	90	59006	152.5269	122.6499	187.4814	16.0777	0.0084%
	"Union County, IN"	"18161"	"White"	"2106-3"	39	27287	142.9252	101.6341	195.3830	22.8863	0.0036%
	"Vanderburgh County, IN"	"18163"	"Black or African American"	"2054-5"	63	72105	87.3726	67.1397	111.7871	11.0079	0.0059%
	"Vanderburgh County, IN"	"18163"	"White"	"2106-3"	827	618086	133.8002	124.6809	142.9194	4.6527	0.0769%
	"Vermillion County, IN"	"18165"	"White"	"2106-3"	98	59988	163.3660	132.6287	199.0909	16.5025	0.0091%
	"Vigo County, IN"	"18167"	"Black or African American"	"2054-5"	17	31426	Unreliable	31.5127	86.6120	13.1200	0.0016%
	"Vigo County, IN"	"18167"	"White"	"2106-3"	566	374164	151.2706	138.8081	163.7330	6.3584	0.0527%
	"Wabash County, IN"	"18169"	"White"	"2106-3"	207	119478	173.2537	149.6514	196.8559	12.0420	0.0193%
	"Warren County, IN"	"18171"	"White"	"2106-3"	48	32307	148.5746	109.5470	196.9876	21.4449	0.0045%
	"Warrick County, IN"	"18173"	"White"	"2106-3"	315	236751	133.0512	118.3579	147.7445	7.4966	0.0293%
	"Washington County, IN"	"18175"	"White"	"2106-3"	140	109822	127.4790	106.3621	148.5959	10.7739	0.0130%
	"Wayne County, IN"	"18177"	"Black or African American"	"2054-5"	14	13355	Unreliable	57.3114	175.8863	28.0169	0.0013%
	"Wayne County, IN"	"18177"	"White"	"2106-3"	370	238396	155.2039	139.3894	171.0185	8.0687	0.0344%
	"Wells County, IN"	"18179"	"White"	"2106-3"	121	109270	110.7349	91.0039	130.4658	10.0668	0.0113%
	"White County, IN"	"18181"	"White"	"2106-3"	128	93479	136.9291	113.2074	160.6509	12.1029	0.0119%
	"Whitley County, IN"	"18183"	"White"	"2106-3"	134	132850	100.8656	83.7872	117.9440	8.7135	0.0125%
	"Adair County, IA"	"19001"	"White"	"2106-3"	32	28047	114.0942	78.0404	161.0668	20.1692	0.0030%
	"Adams County, IA"	"19003"	"White"	"2106-3"	20	14083	142.0152	86.7471	219.3311	31.7556	0.0019%
	"Allamakee County, IA"	"19005"	"White"	"2106-3"	66	52840	124.9054	96.6018	158.9109	15.3748	0.0061%
	"Appanoose County, IA"	"19007"	"White"	"2106-3"	64	47765	133.9893	103.1879	171.1017	16.7487	0.0060%
	"Audubon County, IA"	"19009"	"White"	"2106-3"	36	21561	166.9681	116.9428	231.1540	27.8280	0.0033%
	"Benton County, IA"	"19011"	"White"	"2106-3"	92	99624	92.3472	74.4448	113.2556	9.6279	0.0086%
	"Black Hawk County, IA"	"19013"	"Black or African American"	"2054-5"	31	51010	60.7724	41.2918	86.2616	10.9150	0.0029%
	"Black Hawk County, IA"	"19013"	"White"	"2106-3"	495	441963	112.0003	102.1336	121.8670	5.0340	0.0460%
	"Boone County, IA"	"19015"	"White"	"2106-3"	121	101895	118.7497	97.5907	139.9087	10.7954	0.0113%
	"Bremer County, IA"	"19017"	"White"	"2106-3"	87	96511	90.1452	72.2027	111.1941	9.6646	0.0081%
	"Buchanan County, IA"	"19019"	"White"	"2106-3"	83	82069	101.1344	80.5525	125.3713	11.1009	0.0077%
	"Buena Vista County, IA"	"19021"	"White"	"2106-3"	72	65413	110.0699	86.1231	138.6143	12.9719	0.0067%
	"Butler County, IA"	"19023"	"White"	"2106-3"	65	56215	115.6275	89.2390	147.3765	14.3418	0.0060%
	"Calhoun County, IA"	"19025"	"White"	"2106-3"	44	37035	118.8065	86.3248	159.4918	17.9108	0.0041%
	"Carroll County, IA"	"19027"	"White"	"2106-3"	97	78286	123.9047	100.4780	151.1538	12.5806	0.0090%
	"Cass County, IA"	"19029"	"White"	"2106-3"	71	50064	141.8185	110.7616	178.8841	16.8308	0.0066%
	"Cedar County, IA"	"19031"	"White"	"2106-3"	53	71862	73.7525	55.2458	96.4697	10.1307	0.0049%
	"Cerro Gordo County, IA"	"19033"	"White"	"2106-3"	174	160273	108.5648	92.4334	124.6961	8.2303	0.0162%
	"Cherokee County, IA"	"19035"	"White"	"2106-3"	70	43623	160.4658	125.0911	202.7389	19.1793	0.0065%
	"Chickasaw County, IA"	"19037"	"White"	"2106-3"	59	46573	126.6828	96.4373	163.4120	16.4927	0.0055%
