"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Troup County, GA"	"13285"	"2019"	"2019"	66	69922	94.3909	73.0019	120.0888	11.6187	0.0061%
	"Troup County, GA"	"13285"	"2020"	"2020"	74	70214	105.3921	82.7560	132.3103	12.2516	0.0069%
	"Troup County, GA"	"13285"	"2021 "	"2021"	65	69720	93.2301	71.9531	118.8292	11.5638	0.0060%
	"Turner County, GA"	"13287"	"2018"	"2018"	20	7912	252.7806	154.4060	390.3994	56.5235	0.0019%
	"Turner County, GA"	"13287"	"2019"	"2019"	16	7985	Unreliable	114.5327	325.3981	50.0939	0.0015%
	"Turner County, GA"	"13287"	"2020"	"2020"	19	7882	Unreliable	145.1323	376.4372	55.3019	0.0018%
	"Turner County, GA"	"13287"	"2021 "	"2021"	12	8966	Unreliable	69.1559	233.7899	38.6360	0.0011%
	"Twiggs County, GA"	"13289"	"2018"	"2018"	22	8188	268.6859	168.3828	406.7931	57.2840	0.0020%
	"Twiggs County, GA"	"13289"	"2019"	"2019"	12	8120	Unreliable	76.3611	258.1478	42.6613	0.0011%
	"Twiggs County, GA"	"13289"	"2020"	"2020"	16	8103	Unreliable	112.8649	320.6595	49.3644	0.0015%
	"Twiggs County, GA"	"13289"	"2021 "	"2021"	14	7856	Unreliable	97.4280	299.0023	47.6280	0.0013%
	"Union County, GA"	"13291"	"2018"	"2018"	37	24001	154.1602	108.5427	212.4899	25.3438	0.0034%
	"Union County, GA"	"13291"	"2019"	"2019"	33	24511	134.6334	92.6749	189.0751	23.4367	0.0031%
	"Union County, GA"	"13291"	"2020"	"2020"	43	25358	169.5717	122.7191	228.4114	25.8594	0.0040%
	"Union County, GA"	"13291"	"2021 "	"2021"	36	25521	141.0603	98.7972	195.2867	23.5101	0.0033%
	"Upson County, GA"	"13293"	"2018"	"2018"	70	26215	267.0227	208.1575	337.3672	31.9153	0.0065%
	"Upson County, GA"	"13293"	"2019"	"2019"	57	26320	216.5653	164.0244	280.5864	28.6848	0.0053%
	"Upson County, GA"	"13293"	"2020"	"2020"	79	26527	297.8098	235.7790	371.1603	33.5062	0.0073%
	"Upson County, GA"	"13293"	"2021 "	"2021"	64	27720	230.8802	177.8055	294.8294	28.8600	0.0060%
	"Walker County, GA"	"13295"	"2018"	"2018"	109	69410	157.0379	127.5565	186.5192	15.0415	0.0101%
	"Walker County, GA"	"13295"	"2019"	"2019"	83	69761	118.9777	94.7645	147.4906	13.0595	0.0077%
	"Walker County, GA"	"13295"	"2020"	"2020"	95	70116	135.4898	109.6193	165.6295	13.9010	0.0088%
	"Walker County, GA"	"13295"	"2021 "	"2021"	96	68510	140.1255	113.5017	171.1171	14.3015	0.0089%
	"Walton County, GA"	"13297"	"2018"	"2018"	105	93503	112.2959	90.8163	133.7754	10.9590	0.0098%
	"Walton County, GA"	"13297"	"2019"	"2019"	103	94593	108.8875	87.8587	129.9164	10.7290	0.0096%
	"Walton County, GA"	"13297"	"2020"	"2020"	88	96875	90.8387	72.8554	111.9160	9.6834	0.0082%
	"Walton County, GA"	"13297"	"2021 "	"2021"	85	99853	85.1251	67.9946	105.2589	9.2331	0.0079%
	"Ware County, GA"	"13299"	"2018"	"2018"	60	35680	168.1614	128.3257	216.4574	21.7095	0.0056%
	"Ware County, GA"	"13299"	"2019"	"2019"	76	35734	212.6826	167.5705	266.2042	24.3964	0.0071%
	"Ware County, GA"	"13299"	"2020"	"2020"	71	35826	198.1801	154.7806	249.9764	23.5196	0.0066%
	"Ware County, GA"	"13299"	"2021 "	"2021"	52	36033	144.3122	107.7795	189.2466	20.0125	0.0048%
	"Washington County, GA"	"13303"	"2018"	"2018"	22	20386	107.9172	67.6306	163.3877	23.0080	0.0020%
	"Washington County, GA"	"13303"	"2019"	"2019"	23	20374	112.8890	71.5615	169.3888	23.5390	0.0021%
	"Washington County, GA"	"13303"	"2020"	"2020"	39	20150	193.5484	137.6323	264.5865	30.9925	0.0036%
	"Washington County, GA"	"13303"	"2021 "	"2021"	28	19785	141.5214	94.0395	204.5380	26.7450	0.0026%
	"Wayne County, GA"	"13305"	"2018"	"2018"	47	29808	157.6758	115.8539	209.6757	22.9994	0.0044%
	"Wayne County, GA"	"13305"	"2019"	"2019"	40	29927	133.6586	95.4870	182.0055	21.1333	0.0037%
	"Wayne County, GA"	"13305"	"2020"	"2020"	58	30023	193.1852	146.6933	249.7363	25.3665	0.0054%
	"Wayne County, GA"	"13305"	"2021 "	"2021"	52	30380	171.1652	127.8348	224.4610	23.7363	0.0048%
	"White County, GA"	"13311"	"2018"	"2018"	43	29970	143.4768	103.8342	193.2618	21.8800	0.0040%
	"White County, GA"	"13311"	"2019"	"2019"	30	30798	97.4089	65.7218	139.0571	17.7844	0.0028%
	"White County, GA"	"13311"	"2020"	"2020"	33	31094	106.1298	73.0544	149.0455	18.4748	0.0031%
	"White County, GA"	"13311"	"2021 "	"2021"	38	28442	133.6052	94.5471	183.3839	21.6736	0.0035%
	"Whitfield County, GA"	"13313"	"2018"	"2018"	95	104062	91.2917	73.8605	111.5996	9.3663	0.0088%
	"Whitfield County, GA"	"13313"	"2019"	"2019"	102	104628	97.4882	78.5688	116.4077	9.6528	0.0095%
	"Whitfield County, GA"	"13313"	"2020"	"2020"	109	103837	104.9722	85.2654	124.6791	10.0545	0.0101%
	"Whitfield County, GA"	"13313"	"2021 "	"2021"	110	102848	106.9540	86.9665	126.9414	10.1977	0.0102%
	"Wilcox County, GA"	"13315"	"2019"	"2019"	20	8635	231.6155	141.4777	357.7116	51.7908	0.0019%
	"Wilcox County, GA"	"13315"	"2020"	"2020"	13	8502	Unreliable	81.4159	261.4725	42.4083	0.0012%
	"Wilcox County, GA"	"13315"	"2021 "	"2021"	22	8739	251.7451	157.7661	381.1445	53.6722	0.0020%
	"Wilkes County, GA"	"13317"	"2018"	"2018"	13	9876	Unreliable	70.0889	225.0951	36.5082	0.0012%
	"Wilkes County, GA"	"13317"	"2019"	"2019"	16	9777	Unreliable	93.5403	265.7568	40.9123	0.0015%
	"Wilkes County, GA"	"13317"	"2020"	"2020"	11	9694	Unreliable	56.6453	203.0336	34.2132	0.0010%
	"Wilkes County, GA"	"13317"	"2021 "	"2021"	14	9513	Unreliable	80.4577	246.9213	39.3320	0.0013%
	"Wilkinson County, GA"	"13319"	"2018"	"2018"	10	9036	Unreliable	53.0699	203.5237	34.9964	0.0009%
	"Wilkinson County, GA"	"13319"	"2019"	"2019"	12	8954	Unreliable	69.2486	234.1032	38.6878	0.0011%
	"Wilkinson County, GA"	"13319"	"2021 "	"2021"	15	8831	Unreliable	95.0668	280.1523	43.8567	0.0014%
	"Worth County, GA"	"13321"	"2018"	"2018"	45	20299	221.6858	161.6998	296.6333	33.0470	0.0042%
	"Worth County, GA"	"13321"	"2019"	"2019"	40	20247	197.5601	141.1389	269.0216	31.2370	0.0037%
	"Worth County, GA"	"13321"	"2020"	"2020"	26	19972	130.1823	85.0390	190.7469	25.5308	0.0024%
	"Worth County, GA"	"13321"	"2021 "	"2021"	39	20554	189.7441	134.9270	259.3859	30.3834	0.0036%
	"Hawaii County, HI"	"15001"	"2018"	"2018"	155	200983	77.1210	64.9797	89.2622	6.1945	0.0144%
	"Hawaii County, HI"	"15001"	"2019"	"2019"	171	201513	84.8580	72.1391	97.5770	6.4893	0.0159%
	"Hawaii County, HI"	"15001"	"2020"	"2020"	165	203340	81.1449	68.7633	93.5264	6.3171	0.0153%
	"Hawaii County, HI"	"15001"	"2021 "	"2021"	176	202906	86.7397	73.9247	99.5546	6.5382	0.0164%
	"Honolulu County, HI"	"15003"	"2018"	"2018"	900	980080	91.8292	85.8297	97.8287	3.0610	0.0837%
	"Honolulu County, HI"	"15003"	"2019"	"2019"	678	974563	69.5696	64.3329	74.8064	2.6718	0.0631%
	"Honolulu County, HI"	"15003"	"2020"	"2020"	578	963826	59.9693	55.0803	64.8583	2.4944	0.0538%
	"Honolulu County, HI"	"15003"	"2021 "	"2021"	572	1000890	57.1491	52.4657	61.8326	2.3895	0.0532%
	"Kauai County, HI"	"15007"	"2018"	"2018"	46	72133	63.7711	46.6887	85.0617	9.4025	0.0043%
	"Kauai County, HI"	"15007"	"2019"	"2019"	35	72293	48.4141	33.7224	67.3324	8.1835	0.0033%
	"Kauai County, HI"	"15007"	"2020"	"2020"	44	71851	61.2378	44.4954	82.2087	9.2320	0.0041%
	"Kauai County, HI"	"15007"	"2021 "	"2021"	38	73454	51.7331	36.6094	71.0078	8.3922	0.0035%
	"Maui County, HI"	"15009"	"2018"	"2018"	91	167207	54.4236	43.8186	66.8202	5.7051	0.0085%
	"Maui County, HI"	"15009"	"2019"	"2019"	91	167417	54.3553	43.7636	66.7363	5.6980	0.0085%
	"Maui County, HI"	"15009"	"2020"	"2020"	89	167902	53.0071	42.5690	65.2300	5.6187	0.0083%
	"Maui County, HI"	"15009"	"2021 "	"2021"	88	164221	53.5863	42.9778	66.0200	5.7123	0.0082%
	"Ada County, ID"	"16001"	"2018"	"2018"	296	469966	62.9833	55.8081	70.1585	3.6608	0.0275%
	"Ada County, ID"	"16001"	"2019"	"2019"	324	481587	67.2776	59.9518	74.6033	3.7376	0.0301%
	"Ada County, ID"	"16001"	"2020"	"2020"	260	494399	52.5891	46.1967	58.9815	3.2614	0.0242%
	"Ada County, ID"	"16001"	"2021 "	"2021"	283	511931	55.2809	48.8401	61.7217	3.2861	0.0263%
	"Bannock County, ID"	"16005"	"2018"	"2018"	77	87138	88.3656	69.7363	110.4420	10.0702	0.0072%
	"Bannock County, ID"	"16005"	"2019"	"2019"	98	87808	111.6071	90.6083	136.0134	11.2740	0.0091%
	"Bannock County, ID"	"16005"	"2020"	"2020"	83	88795	93.4737	74.4509	115.8747	10.2601	0.0077%
	"Bannock County, ID"	"16005"	"2021 "	"2021"	82	88263	92.9042	73.8895	115.3182	10.2595	0.0076%
	"Bear Lake County, ID"	"16007"	"2020"	"2020"	10	6143	Unreliable	78.0628	299.3716	51.4777	0.0009%
	"Benewah County, ID"	"16009"	"2018"	"2018"	13	9226	Unreliable	75.0269	240.9537	39.0803	0.0012%
	"Benewah County, ID"	"16009"	"2019"	"2019"	17	9298	Unreliable	106.5087	292.7371	44.3440	0.0016%
	"Benewah County, ID"	"16009"	"2020"	"2020"	10	9430	Unreliable	50.8526	195.0201	33.5342	0.0009%
	"Benewah County, ID"	"16009"	"2021 "	"2021"	21	9931	211.4591	130.8974	323.2384	46.1442	0.0020%
	"Bingham County, ID"	"16011"	"2018"	"2018"	46	46236	99.4896	72.8393	132.7052	14.6689	0.0043%
	"Bingham County, ID"	"16011"	"2019"	"2019"	54	46811	115.3575	86.6600	150.5162	15.6982	0.0050%
	"Bingham County, ID"	"16011"	"2020"	"2020"	35	47202	74.1494	51.6480	103.1240	12.5335	0.0033%
	"Bingham County, ID"	"16011"	"2021 "	"2021"	28	48876	57.2878	38.0672	82.7970	10.8264	0.0026%
	"Blaine County, ID"	"16013"	"2019"	"2019"	13	23021	Unreliable	30.0681	96.5657	15.6620	0.0012%
	"Bonner County, ID"	"16017"	"2018"	"2018"	47	44727	105.0819	77.2100	139.7369	15.3278	0.0044%
	"Bonner County, ID"	"16017"	"2019"	"2019"	55	45739	120.2475	90.5872	156.5189	16.2142	0.0051%
	"Bonner County, ID"	"16017"	"2020"	"2020"	42	46817	89.7110	64.6556	121.2633	13.8427	0.0039%
	"Bonner County, ID"	"16017"	"2021 "	"2021"	51	49491	103.0490	76.7272	135.4909	14.4298	0.0047%
	"Bonneville County, ID"	"16019"	"2018"	"2018"	96	116854	82.1538	66.5446	100.3238	8.3848	0.0089%
	"Bonneville County, ID"	"16019"	"2019"	"2019"	94	119062	78.9505	63.7999	96.6156	8.1431	0.0087%
	"Bonneville County, ID"	"16019"	"2020"	"2020"	102	122134	83.5148	67.3072	99.7225	8.2692	0.0095%
	"Bonneville County, ID"	"16019"	"2021 "	"2021"	104	127930	81.2945	65.6702	96.9187	7.9716	0.0097%
	"Boundary County, ID"	"16021"	"2019"	"2019"	13	12245	Unreliable	56.5290	181.5467	29.4451	0.0012%
	"Boundary County, ID"	"16021"	"2020"	"2020"	11	12656	Unreliable	43.3881	155.5158	26.2059	0.0010%
	"Boundary County, ID"	"16021"	"2021 "	"2021"	15	12561	Unreliable	66.8366	196.9608	30.8334	0.0014%
	"Canyon County, ID"	"16027"	"2018"	"2018"	180	223499	80.5373	68.7716	92.3029	6.0029	0.0167%
	"Canyon County, ID"	"16027"	"2019"	"2019"	178	229849	77.4421	66.0653	88.8190	5.8045	0.0166%
	"Canyon County, ID"	"16027"	"2020"	"2020"	144	237053	60.7459	50.8241	70.6677	5.0622	0.0134%
	"Canyon County, ID"	"16027"	"2021 "	"2021"	167	243115	68.6918	58.2733	79.1102	5.3155	0.0155%
	"Caribou County, ID"	"16029"	"2018"	"2018"	11	7060	Unreliable	77.7790	278.7830	46.9777	0.0010%
	"Caribou County, ID"	"16029"	"2019"	"2019"	11	7155	Unreliable	76.7463	275.0815	46.3539	0.0010%
	"Cassia County, ID"	"16031"	"2018"	"2018"	20	23864	83.8082	51.1926	129.4351	18.7401	0.0019%
	"Cassia County, ID"	"16031"	"2019"	"2019"	18	24030	Unreliable	44.3940	118.3843	17.6556	0.0017%
	"Cassia County, ID"	"16031"	"2020"	"2020"	28	24277	115.3355	76.6393	166.6921	21.7964	0.0026%
	"Cassia County, ID"	"16031"	"2021 "	"2021"	21	25164	83.4526	51.6588	127.5664	18.2108	0.0020%
	"Clearwater County, ID"	"16035"	"2018"	"2018"	10	8758	Unreliable	54.7545	209.9840	36.1073	0.0009%
	"Clearwater County, ID"	"16035"	"2020"	"2020"	14	8846	Unreliable	86.5243	265.5395	42.2977	0.0013%
	"Clearwater County, ID"	"16035"	"2021 "	"2021"	14	8895	Unreliable	86.0477	264.0767	42.0647	0.0013%
	"Custer County, ID"	"16037"	"2018"	"2018"	10	4280	Unreliable	112.0421	429.6822	73.8850	0.0009%
	"Elmore County, ID"	"16039"	"2018"	"2018"	24	27259	88.0443	56.4118	131.0029	17.9720	0.0022%
	"Elmore County, ID"	"16039"	"2019"	"2019"	22	27511	79.9680	50.1152	121.0724	17.0492	0.0020%
	"Elmore County, ID"	"16039"	"2020"	"2020"	19	27448	Unreliable	41.6764	108.0981	15.8806	0.0018%
	"Elmore County, ID"	"16039"	"2021 "	"2021"	18	28827	Unreliable	37.0066	98.6844	14.7176	0.0017%
	"Franklin County, ID"	"16041"	"2018"	"2018"	11	13726	Unreliable	40.0058	143.3927	24.1631	0.0010%
	"Fremont County, ID"	"16043"	"2019"	"2019"	10	13099	Unreliable	36.6089	140.3955	24.1414	0.0009%
	"Fremont County, ID"	"16043"	"2020"	"2020"	10	13218	Unreliable	36.2793	139.1315	23.9240	0.0009%
	"Fremont County, ID"	"16043"	"2021 "	"2021"	12	13592	Unreliable	45.6189	154.2201	25.4863	0.0011%
	"Gem County, ID"	"16045"	"2018"	"2018"	25	17634	141.7716	91.7475	209.2832	28.3543	0.0023%
	"Gem County, ID"	"16045"	"2019"	"2019"	30	18112	165.6360	111.7546	236.4554	30.2409	0.0028%
	"Gem County, ID"	"16045"	"2020"	"2020"	30	18703	160.4021	108.2233	228.9836	29.2853	0.0028%
	"Gem County, ID"	"16045"	"2021 "	"2021"	22	19792	111.1560	69.6604	168.2913	23.6985	0.0020%
	"Gooding County, ID"	"16047"	"2018"	"2018"	11	15196	Unreliable	36.1358	129.5215	21.8256	0.0010%
	"Gooding County, ID"	"16047"	"2019"	"2019"	22	15179	144.9371	90.8306	219.4362	30.9007	0.0020%
	"Gooding County, ID"	"16047"	"2020"	"2020"	16	15618	Unreliable	58.5570	166.3660	25.6115	0.0015%
	"Gooding County, ID"	"16047"	"2021 "	"2021"	18	15772	Unreliable	67.6381	180.3686	26.8998	0.0017%
	"Idaho County, ID"	"16049"	"2018"	"2018"	26	16513	157.4517	102.8522	230.7030	30.8788	0.0024%
	"Idaho County, ID"	"16049"	"2019"	"2019"	28	16667	167.9966	111.6321	242.8022	31.7484	0.0026%
	"Idaho County, ID"	"16049"	"2020"	"2020"	23	16823	136.7176	86.6666	205.1434	28.5076	0.0021%
	"Idaho County, ID"	"16049"	"2021 "	"2021"	18	17040	Unreliable	62.6049	166.9468	24.8981	0.0017%
	"Jefferson County, ID"	"16051"	"2018"	"2018"	18	29439	Unreliable	36.2372	96.6328	14.4116	0.0017%
	"Jefferson County, ID"	"16051"	"2019"	"2019"	20	29871	66.9546	40.8979	103.4060	14.9715	0.0019%
	"Jefferson County, ID"	"16051"	"2020"	"2020"	14	30581	Unreliable	25.0284	76.8112	12.2352	0.0013%
	"Jefferson County, ID"	"16051"	"2021 "	"2021"	22	32202	68.3187	42.8147	103.4353	14.5656	0.0020%
	"Jerome County, ID"	"16053"	"2018"	"2018"	26	24015	108.2657	70.7224	158.6341	21.2326	0.0024%
	"Jerome County, ID"	"16053"	"2019"	"2019"	25	24412	102.4087	66.2738	151.1757	20.4817	0.0023%
	"Jerome County, ID"	"16053"	"2020"	"2020"	25	24578	101.7170	65.8261	150.1546	20.3434	0.0023%
	"Jerome County, ID"	"16053"	"2021 "	"2021"	19	24662	Unreliable	46.3844	120.3097	17.6746	0.0018%
	"Kootenai County, ID"	"16055"	"2018"	"2018"	148	161505	91.6380	76.8741	106.4019	7.5326	0.0138%
	"Kootenai County, ID"	"16055"	"2019"	"2019"	172	165697	103.8039	88.2906	119.3173	7.9150	0.0160%
	"Kootenai County, ID"	"16055"	"2020"	"2020"	133	170628	77.9473	64.6999	91.1948	6.7589	0.0124%
	"Kootenai County, ID"	"16055"	"2021 "	"2021"	146	179789	81.2063	68.0338	94.3788	6.7207	0.0136%
	"Latah County, ID"	"16057"	"2018"	"2018"	12	40134	Unreliable	15.4495	52.2290	8.6313	0.0011%
	"Latah County, ID"	"16057"	"2019"	"2019"	17	40108	Unreliable	24.6913	67.8635	10.2800	0.0016%
	"Latah County, ID"	"16057"	"2020"	"2020"	15	40830	Unreliable	20.5617	60.5933	9.4856	0.0014%
	"Latah County, ID"	"16057"	"2021 "	"2021"	25	40313	62.0147	40.1328	91.5462	12.4029	0.0023%
	"Lemhi County, ID"	"16059"	"2018"	"2018"	12	7961	Unreliable	77.8862	263.3036	43.5134	0.0011%
	"Lemhi County, ID"	"16059"	"2019"	"2019"	14	8027	Unreliable	95.3524	292.6326	46.6134	0.0013%
	"Lemhi County, ID"	"16059"	"2020"	"2020"	16	8054	Unreliable	113.5515	322.6104	49.6648	0.0015%
	"Lemhi County, ID"	"16059"	"2021 "	"2021"	11	8162	Unreliable	67.2776	241.1429	40.6350	0.0010%
	"Lewis County, ID"	"16061"	"2019"	"2019"	11	3838	Unreliable	143.0745	512.8213	86.4154	0.0010%
	"Lewis County, ID"	"16061"	"2021 "	"2021"	10	3715	Unreliable	129.0821	495.0310	85.1219	0.0009%
	"Madison County, ID"	"16065"	"2018"	"2018"	18	39304	Unreliable	27.1420	72.3787	10.7944	0.0017%
	"Madison County, ID"	"16065"	"2019"	"2019"	15	39907	Unreliable	21.0373	61.9948	9.7050	0.0014%
	"Madison County, ID"	"16065"	"2021 "	"2021"	14	53881	Unreliable	14.2053	43.5954	6.9443	0.0013%
	"Minidoka County, ID"	"16067"	"2018"	"2018"	20	20825	96.0384	58.6631	148.3236	21.4748	0.0019%
	"Minidoka County, ID"	"16067"	"2019"	"2019"	21	21039	99.8146	61.7873	152.5776	21.7813	0.0020%
	"Minidoka County, ID"	"16067"	"2020"	"2020"	15	21216	Unreliable	39.5708	116.6113	18.2550	0.0014%
	"Minidoka County, ID"	"16067"	"2021 "	"2021"	23	21955	104.7597	66.4082	157.1909	21.8439	0.0021%
	"Nez Perce County, ID"	"16069"	"2018"	"2018"	49	40408	121.2631	89.7117	160.3159	17.3233	0.0046%
	"Nez Perce County, ID"	"16069"	"2019"	"2019"	59	40408	146.0107	111.1506	188.3436	19.0090	0.0055%
	"Nez Perce County, ID"	"16069"	"2020"	"2020"	50	40755	122.6843	91.0588	161.7446	17.3502	0.0047%
	"Nez Perce County, ID"	"16069"	"2021 "	"2021"	55	42454	129.5520	97.5967	168.6300	17.4688	0.0051%
	"Owyhee County, ID"	"16073"	"2018"	"2018"	10	11693	Unreliable	41.0109	157.2770	27.0442	0.0009%
	"Owyhee County, ID"	"16073"	"2020"	"2020"	16	12133	Unreliable	75.3766	214.1518	32.9679	0.0015%
	"Owyhee County, ID"	"16073"	"2021 "	"2021"	12	12336	Unreliable	50.2636	169.9222	28.0812	0.0011%
	"Payette County, ID"	"16075"	"2018"	"2018"	24	23551	101.9065	65.2935	151.6287	20.8016	0.0022%
	"Payette County, ID"	"16075"	"2019"	"2019"	23	23951	96.0294	60.8740	144.0911	20.0235	0.0021%
	"Payette County, ID"	"16075"	"2020"	"2020"	28	24771	113.0354	75.1109	163.3678	21.3617	0.0026%
	"Payette County, ID"	"16075"	"2021 "	"2021"	25	26350	94.8767	61.3994	140.0569	18.9753	0.0023%
	"Power County, ID"	"16077"	"2019"	"2019"	14	7681	Unreliable	99.6477	305.8146	48.7132	0.0013%
	"Power County, ID"	"16077"	"2020"	"2020"	10	7643	Unreliable	62.7424	240.6176	41.3748	0.0009%
	"Shoshone County, ID"	"16079"	"2018"	"2018"	22	12796	171.9287	107.7460	260.3018	36.6553	0.0020%
	"Shoshone County, ID"	"16079"	"2019"	"2019"	29	12882	225.1203	150.7676	323.3111	41.8038	0.0027%
	"Shoshone County, ID"	"16079"	"2020"	"2020"	22	12911	170.3973	106.7863	257.9833	36.3288	0.0020%
	"Shoshone County, ID"	"16079"	"2021 "	"2021"	26	13612	191.0079	124.7721	279.8706	37.4597	0.0024%
	"Twin Falls County, ID"	"16083"	"2018"	"2018"	100	86081	116.1697	93.4004	138.9389	11.6170	0.0093%
	"Twin Falls County, ID"	"16083"	"2019"	"2019"	102	86878	117.4060	94.6212	140.1909	11.6249	0.0095%
	"Twin Falls County, ID"	"16083"	"2020"	"2020"	94	88411	106.3216	85.9185	130.1111	10.9662	0.0087%
	"Twin Falls County, ID"	"16083"	"2021 "	"2021"	104	92243	112.7457	91.0767	134.4147	11.0556	0.0097%
	"Washington County, ID"	"16087"	"2018"	"2018"	11	10161	Unreliable	54.0419	193.7022	32.6407	0.0010%
	"Washington County, ID"	"16087"	"2019"	"2019"	20	10194	196.1938	119.8411	303.0057	43.8703	0.0019%
	"Washington County, ID"	"16087"	"2020"	"2020"	16	10360	Unreliable	88.2764	250.8015	38.6100	0.0015%
	"Washington County, ID"	"16087"	"2021 "	"2021"	21	10898	192.6959	119.2826	294.5569	42.0497	0.0020%
	"Adams County, IL"	"17001"	"2018"	"2018"	106	65691	161.3615	130.6428	192.0802	15.6728	0.0099%
	"Adams County, IL"	"17001"	"2019"	"2019"	78	65435	119.2023	94.2246	148.7704	13.4970	0.0073%
	"Adams County, IL"	"17001"	"2020"	"2020"	113	64783	174.4285	142.2671	206.5898	16.4089	0.0105%
	"Adams County, IL"	"17001"	"2021 "	"2021"	82	64954	126.2432	100.4050	156.7006	13.9412	0.0076%
	"Alexander County, IL"	"17003"	"2018"	"2018"	11	6060	Unreliable	90.6139	324.7868	54.7298	0.0010%
	"Alexander County, IL"	"17003"	"2019"	"2019"	15	5761	Unreliable	145.7273	429.4437	67.2276	0.0014%
	"Alexander County, IL"	"17003"	"2020"	"2020"	14	5497	Unreliable	139.2385	427.3171	68.0673	0.0013%
	"Alexander County, IL"	"17003"	"2021 "	"2021"	10	5030	Unreliable	95.3360	365.6143	62.8683	0.0009%
	"Bond County, IL"	"17005"	"2018"	"2018"	15	16630	Unreliable	50.4832	148.7688	23.2891	0.0014%
	"Bond County, IL"	"17005"	"2019"	"2019"	13	16426	Unreliable	42.1404	135.3366	21.9503	0.0012%
	"Bond County, IL"	"17005"	"2020"	"2020"	17	16262	Unreliable	60.8977	167.3761	25.3542	0.0016%
	"Bond County, IL"	"17005"	"2021 "	"2021"	15	16596	Unreliable	50.5866	149.0736	23.3368	0.0014%
	"Boone County, IL"	"17007"	"2018"	"2018"	48	53577	89.5907	66.0570	118.7838	12.9313	0.0045%
	"Boone County, IL"	"17007"	"2019"	"2019"	36	53544	67.2344	47.0903	93.0807	11.2057	0.0033%
	"Boone County, IL"	"17007"	"2020"	"2020"	47	52777	89.0539	65.4333	118.4230	12.9899	0.0044%
	"Boone County, IL"	"17007"	"2021 "	"2021"	40	53159	75.2460	53.7565	102.4639	11.8974	0.0037%
	"Bureau County, IL"	"17011"	"2018"	"2018"	40	32993	121.2378	86.6135	165.0920	19.1694	0.0037%
	"Bureau County, IL"	"17011"	"2019"	"2019"	36	32628	110.3347	77.2773	152.7495	18.3891	0.0033%
	"Bureau County, IL"	"17011"	"2020"	"2020"	43	32303	133.1146	96.3350	179.3040	20.2998	0.0040%
	"Bureau County, IL"	"17011"	"2021 "	"2021"	36	32883	109.4791	76.6780	151.5650	18.2465	0.0033%
	"Carroll County, IL"	"17015"	"2018"	"2018"	16	14312	Unreliable	63.9005	181.5472	27.9486	0.0015%
	"Carroll County, IL"	"17015"	"2019"	"2019"	15	14305	Unreliable	58.6882	172.9483	27.0743	0.0014%
	"Carroll County, IL"	"17015"	"2020"	"2020"	27	14241	189.5934	124.9440	275.8490	36.4873	0.0025%
	"Carroll County, IL"	"17015"	"2021 "	"2021"	18	15698	Unreliable	67.9569	181.2189	27.0266	0.0017%
	"Cass County, IL"	"17017"	"2018"	"2018"	22	12260	179.4454	112.4566	271.6821	38.2579	0.0020%
	"Cass County, IL"	"17017"	"2019"	"2019"	22	12147	181.1147	113.5028	274.2094	38.6138	0.0020%
	"Cass County, IL"	"17017"	"2020"	"2020"	13	11925	Unreliable	58.0460	186.4184	30.2352	0.0012%
	"Cass County, IL"	"17017"	"2021 "	"2021"	17	12773	Unreliable	77.5321	213.0956	32.2799	0.0016%
	"Champaign County, IL"	"17019"	"2018"	"2018"	158	209983	75.2442	63.5114	86.9770	5.9861	0.0147%
	"Champaign County, IL"	"17019"	"2019"	"2019"	138	209689	65.8117	54.8313	76.7922	5.6023	0.0128%
	"Champaign County, IL"	"17019"	"2020"	"2020"	116	209192	55.4515	45.3603	65.5426	5.1485	0.0108%
	"Champaign County, IL"	"17019"	"2021 "	"2021"	118	205943	57.2974	46.9591	67.6357	5.2747	0.0110%
	"Christian County, IL"	"17021"	"2018"	"2018"	61	32661	186.7671	142.8619	239.9098	23.9131	0.0057%
	"Christian County, IL"	"17021"	"2019"	"2019"	59	32304	182.6399	139.0346	235.5927	23.7777	0.0055%
	"Christian County, IL"	"17021"	"2020"	"2020"	47	32075	146.5316	107.6655	194.8562	21.3738	0.0044%
	"Christian County, IL"	"17021"	"2021 "	"2021"	50	33662	148.5354	110.2460	195.8262	21.0061	0.0047%
	"Clark County, IL"	"17023"	"2018"	"2018"	22	15596	141.0618	88.4020	213.5690	30.0745	0.0020%
