Notes,County,County Code,Single Race 6,Single Race 6 Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths,ID
,"Marshall County, AL",1095.0,White,2106-3,194.0,360032.0,53.8841,46.3015,61.4667,3.8687,0.0261%,mh
,"Mobile County, AL",1097.0,Black or African American,2054-5,195.0,600542.0,32.4707,27.9131,37.0282,2.3253,0.0262%,mh
,"Mobile County, AL",1097.0,White,2106-3,655.0,973061.0,67.3134,62.1583,72.4684,2.6302,0.0880%,mh
,"Monroe County, AL",1099.0,Black or African American,2054-5,28.0,33743.0,82.9802,55.1395,119.9296,15.6818,0.0038%,mh
,"Monroe County, AL",1099.0,White,2106-3,45.0,45177.0,99.6082,72.6552,133.2838,14.8487,0.0060%,mh
,"Montgomery County, AL",1101.0,Black or African American,2054-5,180.0,540036.0,33.3311,28.4618,38.2004,2.4844,0.0242%,mh
,"Montgomery County, AL",1101.0,White,2106-3,216.0,317065.0,68.1248,59.0396,77.21,4.6353,0.0290%,mh
,"Morgan County, AL",1103.0,Black or African American,2054-5,25.0,63374.0,39.4484,25.529,58.2337,7.8897,0.0034%,mh
,"Morgan County, AL",1103.0,White,2106-3,279.0,398626.0,69.9904,61.7776,78.2032,4.1902,0.0375%,mh
,"Perry County, AL",1105.0,Black or African American,2054-5,14.0,23785.0,Unreliable,32.1797,98.7581,15.7312,0.0019%,mh
,"Perry County, AL",1105.0,White,2106-3,19.0,10675.0,Unreliable,107.16,277.9464,40.8328,0.0026%,mh
,"Pickens County, AL",1107.0,Black or African American,2054-5,15.0,31456.0,Unreliable,26.6892,78.6503,12.3124,0.0020%,mh
,"Pickens County, AL",1107.0,White,2106-3,50.0,45396.0,110.1419,81.7495,145.2088,15.5764,0.0067%,mh
,"Pike County, AL",1109.0,Black or African American,2054-5,14.0,50331.0,Unreliable,15.2072,46.6703,7.4341,0.0019%,mh
,"Pike County, AL",1109.0,White,2106-3,53.0,75945.0,69.7873,52.2756,91.2832,9.586,0.0071%,mh
,"Randolph County, AL",1111.0,Black or African American,2054-5,15.0,17289.0,Unreliable,48.5589,143.0982,22.4014,0.0020%,mh
,"Randolph County, AL",1111.0,White,2106-3,74.0,70558.0,104.8783,82.3525,131.6652,12.1918,0.0099%,mh
,"Russell County, AL",1113.0,Black or African American,2054-5,18.0,106683.0,Unreliable,9.9996,26.6657,3.9769,0.0024%,mh
,"Russell County, AL",1113.0,White,2106-3,79.0,115480.0,68.4101,54.161,85.2595,7.6967,0.0106%,mh
,"St. Clair County, AL",1115.0,Black or African American,2054-5,13.0,35600.0,Unreliable,19.4438,62.4449,10.128,0.0017%,mh
,"St. Clair County, AL",1115.0,White,2106-3,233.0,315576.0,73.8332,64.3528,83.3137,4.837,0.0313%,mh
,"Shelby County, AL",1117.0,Black or African American,2054-5,28.0,119489.0,23.4331,15.5711,33.8674,4.4284,0.0038%,mh
,"Shelby County, AL",1117.0,White,2106-3,294.0,724990.0,40.5523,35.9168,45.1878,2.3651,0.0395%,mh
,"Sumter County, AL",1119.0,Black or African American,2054-5,13.0,35272.0,Unreliable,19.6246,63.0256,10.2221,0.0017%,mh
,"Sumter County, AL",1119.0,White,2106-3,11.0,12780.0,Unreliable,42.9671,154.0069,25.9517,0.0015%,mh
,"Talladega County, AL",1121.0,Black or African American,2054-5,47.0,106198.0,44.2570,32.5182,58.8525,6.4555,0.0063%,mh
,"Talladega County, AL",1121.0,White,2106-3,175.0,205857.0,85.0105,72.4151,97.6058,6.4262,0.0235%,mh
,"Tallapoosa County, AL",1123.0,Black or African American,2054-5,12.0,43796.0,Unreliable,14.1577,47.8619,7.9096,0.0016%,mh
,"Tallapoosa County, AL",1123.0,White,2106-3,121.0,114193.0,105.9610,87.0806,124.8413,9.6328,0.0163%,mh
,"Tuscaloosa County, AL",1125.0,Black or African American,2054-5,95.0,278631.0,34.0953,27.5851,41.6798,3.4981,0.0128%,mh
,"Tuscaloosa County, AL",1125.0,White,2106-3,308.0,548228.0,56.1810,49.9066,62.4554,3.2012,0.0414%,mh
,"Walker County, AL",1127.0,White,2106-3,155.0,232012.0,66.8069,56.2894,77.3244,5.3661,0.0208%,mh
,"Washington County, AL",1129.0,White,2106-3,26.0,42279.0,61.4963,40.1712,90.1062,12.0604,0.0035%,mh
,"Wilcox County, AL",1131.0,Black or African American,2054-5,12.0,29456.0,Unreliable,21.0501,71.1624,11.7603,0.0016%,mh
,"Winston County, AL",1133.0,White,2106-3,55.0,90659.0,60.6669,45.7028,78.9665,8.1803,0.0074%,mh
,"Anchorage Borough, AK",2020.0,American Indian or Alaska Native,1002-5,164.0,104899.0,156.3409,132.4128,180.2689,12.2082,0.0220%,mh
,"Anchorage Borough, AK",2020.0,Asian,A,41.0,116010.0,35.3418,25.362,47.945,5.5195,0.0055%,mh
,"Anchorage Borough, AK",2020.0,Black or African American,2054-5,23.0,68666.0,33.4955,21.2331,50.2596,6.9843,0.0031%,mh
,"Anchorage Borough, AK",2020.0,White,2106-3,455.0,731988.0,62.1595,56.4479,67.8711,2.9141,0.0612%,mh
,"Anchorage Borough, AK",2020.0,More than one race,M,40.0,98905.0,40.4428,28.8928,55.0718,6.3946,0.0054%,mh
,"Bethel Census Area, AK",2050.0,American Indian or Alaska Native,1002-5,72.0,61866.0,116.3806,91.0608,146.5615,13.7156,0.0097%,mh
,"Dillingham Census Area, AK",2070.0,American Indian or Alaska Native,1002-5,21.0,14213.0,147.7521,91.4615,225.8553,32.2421,0.0028%,mh
,"Fairbanks North Star Borough, AK",2090.0,American Indian or Alaska Native,1002-5,40.0,31422.0,127.2993,90.9439,173.3461,20.1278,0.0054%,mh
,"Fairbanks North Star Borough, AK",2090.0,White,2106-3,139.0,292251.0,47.5619,39.6549,55.4688,4.0341,0.0187%,mh
,"Fairbanks North Star Borough, AK",2090.0,More than one race,M,13.0,27306.0,Unreliable,25.3497,81.4121,13.2042,0.0017%,mh
,"Juneau Borough, AK",2110.0,American Indian or Alaska Native,1002-5,16.0,15298.0,Unreliable,59.7819,169.846,26.1472,0.0022%,mh
,"Juneau Borough, AK",2110.0,White,2106-3,50.0,87561.0,57.1030,42.383,75.2835,8.0756,0.0067%,mh
,"Kenai Peninsula Borough, AK",2122.0,American Indian or Alaska Native,1002-5,16.0,19010.0,Unreliable,48.1086,136.6809,21.0416,0.0022%,mh
,"Kenai Peninsula Borough, AK",2122.0,White,2106-3,133.0,196290.0,67.7569,56.2414,79.2724,5.8753,0.0179%,mh
,"Kenai Peninsula Borough, AK",2122.0,More than one race,M,10.0,13986.0,Unreliable,34.2871,131.4915,22.6103,0.0013%,mh
,"Ketchikan Gateway Borough, AK",2130.0,White,2106-3,21.0,37023.0,56.7215,35.1117,86.705,12.3776,0.0028%,mh
,"Kodiak Island Borough, AK",2150.0,American Indian or Alaska Native,1002-5,11.0,6719.0,Unreliable,81.7264,292.9317,49.3619,0.0015%,mh
,"Kodiak Island Borough, AK",2150.0,White,2106-3,22.0,28330.0,77.6562,48.6664,117.5723,16.5564,0.0030%,mh
,"Matanuska-Susitna Borough, AK",2170.0,American Indian or Alaska Native,1002-5,19.0,30282.0,Unreliable,37.776,97.9816,14.3944,0.0026%,mh
,"Matanuska-Susitna Borough, AK",2170.0,White,2106-3,225.0,359505.0,62.5861,54.4081,70.764,4.1724,0.0302%,mh
,"Nome Census Area, AK",2180.0,American Indian or Alaska Native,1002-5,40.0,30086.0,132.9522,94.9824,181.0437,21.0216,0.0054%,mh
,"North Slope Borough, AK",2185.0,American Indian or Alaska Native,1002-5,16.0,21583.0,Unreliable,42.3733,120.3866,18.5331,0.0022%,mh
,"Northwest Arctic Borough, AK",2188.0,American Indian or Alaska Native,1002-5,35.0,24262.0,144.2585,100.4818,200.629,24.3841,0.0047%,mh
,"Petersburg Borough/Census Area, AK",2195.0,White,2106-3,17.0,9726.0,Unreliable,101.8217,279.855,42.3926,0.0023%,mh
,"Sitka Borough, AK",2220.0,American Indian or Alaska Native,1002-5,10.0,5411.0,Unreliable,88.6232,339.8706,58.4416,0.0013%,mh
,"Sitka Borough, AK",2220.0,White,2106-3,22.0,22220.0,99.0099,62.0485,149.902,21.109,0.0030%,mh
,"Southeast Fairbanks Census Area, AK",2240.0,White,2106-3,17.0,21378.0,Unreliable,46.3242,127.3211,19.2867,0.0023%,mh
,"Valdez-Cordova Census Area, AK",2261.0,American Indian or Alaska Native,1002-5,10.0,2617.0,Unreliable,183.2404,702.7283,120.836,0.0013%,mh
,"Valdez-Cordova Census Area, AK",2261.0,White,2106-3,23.0,13281.0,173.1797,109.7804,259.8545,36.1105,0.0031%,mh
,"Wade Hampton Census Area, AK",2270.0,American Indian or Alaska Native,1002-5,45.0,30739.0,146.3938,106.7811,195.8867,21.8231,0.0060%,mh
,"Yukon-Koyukuk Census Area, AK",2290.0,American Indian or Alaska Native,1002-5,19.0,14469.0,Unreliable,79.061,205.0645,30.1258,0.0026%,mh
,"Apache County, AZ",4001.0,American Indian or Alaska Native,1002-5,255.0,210448.0,121.1701,106.2977,136.0425,7.588,0.0343%,mh
,"Apache County, AZ",4001.0,White,2106-3,38.0,63045.0,60.2744,42.6538,82.7314,9.7778,0.0051%,mh
,"Cochise County, AZ",4003.0,White,2106-3,352.0,443225.0,79.4179,71.1212,87.7146,4.233,0.0473%,mh
,"Coconino County, AZ",4005.0,American Indian or Alaska Native,1002-5,154.0,157618.0,97.7046,82.273,113.1362,7.8733,0.0207%,mh
,"Coconino County, AZ",4005.0,White,2106-3,187.0,376952.0,49.6084,42.4981,56.7188,3.6277,0.0251%,mh
,"Gila County, AZ",4007.0,American Indian or Alaska Native,1002-5,43.0,39023.0,110.1914,79.7455,148.4267,16.804,0.0058%,mh
,"Gila County, AZ",4007.0,White,2106-3,120.0,168821.0,71.0812,58.3632,83.7992,6.4888,0.0161%,mh
,"Graham County, AZ",4009.0,White,2106-3,55.0,127000.0,43.3071,32.625,56.3702,5.8395,0.0074%,mh
,"Greenlee County, AZ",4011.0,White,2106-3,17.0,33945.0,Unreliable,29.1742,80.1847,12.1464,0.0023%,mh
,"La Paz County, AZ",4012.0,White,2106-3,41.0,61106.0,67.0965,48.1498,91.0238,10.4787,0.0055%,mh
,"Maricopa County, AZ",4013.0,American Indian or Alaska Native,1002-5,145.0,514638.0,28.1751,23.5891,32.7612,2.3398,0.0195%,mh
,"Maricopa County, AZ",4013.0,Asian,A,130.0,844965.0,15.3853,12.7405,18.03,1.3494,0.0175%,mh
,"Maricopa County, AZ",4013.0,Black or African American,2054-5,297.0,1162554.0,25.5472,22.6417,28.4527,1.4824,0.0399%,mh
,"Maricopa County, AZ",4013.0,White,2106-3,6389.0,14833101.0,43.0726,42.0164,44.1288,0.5389,0.8587%,mh
,"Maricopa County, AZ",4013.0,More than one race,M,118.0,563916.0,20.9251,17.1495,24.7007,1.9263,0.0159%,mh
,"Mohave County, AZ",4015.0,American Indian or Alaska Native,1002-5,17.0,25984.0,Unreliable,38.1126,104.7518,15.8679,0.0023%,mh
,"Mohave County, AZ",4015.0,White,2106-3,712.0,783979.0,90.8188,84.1477,97.4898,3.4036,0.0957%,mh
,"Navajo County, AZ",4017.0,American Indian or Alaska Native,1002-5,221.0,199786.0,110.6184,96.034,125.2027,7.441,0.0297%,mh
,"Navajo County, AZ",4017.0,White,2106-3,161.0,223764.0,71.9508,60.8366,83.065,5.6705,0.0216%,mh
,"Navajo County, AZ",4017.0,More than one race,M,12.0,9898.0,Unreliable,62.6442,211.7761,34.998,0.0016%,mh
,"Pima County, AZ",4019.0,American Indian or Alaska Native,1002-5,76.0,184035.0,41.2965,32.5371,51.6888,4.737,0.0102%,mh
,"Pima County, AZ",4019.0,Asian,A,27.0,141174.0,19.1253,12.6038,27.8264,3.6807,0.0036%,mh
,"Pima County, AZ",4019.0,Black or African American,2054-5,55.0,178881.0,30.7467,23.1627,40.0211,4.1459,0.0074%,mh
,"Pima County, AZ",4019.0,White,2106-3,1948.0,3554653.0,54.8014,52.3678,57.235,1.2416,0.2618%,mh
,"Pima County, AZ",4019.0,More than one race,M,21.0,130645.0,16.0741,9.9502,24.571,3.5077,0.0028%,mh
,"Pinal County, AZ",4021.0,American Indian or Alaska Native,1002-5,36.0,121012.0,29.7491,20.836,41.1853,4.9582,0.0048%,mh
,"Pinal County, AZ",4021.0,Black or African American,2054-5,26.0,100804.0,25.7926,16.8485,37.7921,5.0584,0.0035%,mh
,"Pinal County, AZ",4021.0,White,2106-3,497.0,1517481.0,32.7516,29.8722,35.6311,1.4691,0.0668%,mh
,"Pinal County, AZ",4021.0,More than one race,M,14.0,57537.0,Unreliable,13.3026,40.8252,6.503,0.0019%,mh
,"Santa Cruz County, AZ",4023.0,White,2106-3,36.0,179263.0,20.0822,14.0654,27.8022,3.347,0.0048%,mh
,"Yavapai County, AZ",4025.0,White,2106-3,805.0,884838.0,90.9771,84.6923,97.2619,3.2065,0.1082%,mh
,"Yuma County, AZ",4027.0,White,2106-3,248.0,774931.0,32.0028,28.0198,35.9859,2.0322,0.0333%,mh
,"Arkansas County, AR",5001.0,White,2106-3,28.0,49636.0,56.4107,37.4843,81.5292,10.6606,0.0038%,mh
,"Ashley County, AR",5003.0,White,2106-3,24.0,56530.0,42.4553,27.202,63.1701,8.6662,0.0032%,mh
,"Baxter County, AR",5005.0,White,2106-3,181.0,161938.0,111.7712,95.4877,128.0546,8.3079,0.0243%,mh
,"Benton County, AR",5007.0,White,2106-3,520.0,999815.0,52.0096,47.5393,56.4799,2.2808,0.0699%,mh
,"Boone County, AR",5009.0,White,2106-3,74.0,144094.0,51.3554,40.3253,64.472,5.9699,0.0099%,mh
,"Bradley County, AR",5011.0,White,2106-3,23.0,29240.0,78.6594,49.863,118.0276,16.4016,0.0031%,mh
,"Carroll County, AR",5015.0,White,2106-3,62.0,104244.0,59.4758,45.5995,76.2451,7.5534,0.0083%,mh
,"Chicot County, AR",5017.0,White,2106-3,10.0,17528.0,Unreliable,27.3585,104.9201,18.0413,0.0013%,mh
,"Clark County, AR",5019.0,Black or African American,2054-5,12.0,21330.0,Unreliable,29.0695,98.2729,16.2405,0.0016%,mh
,"Clark County, AR",5019.0,White,2106-3,36.0,63587.0,56.6153,39.6528,78.3794,9.4359,0.0048%,mh
,"Clay County, AR",5021.0,White,2106-3,56.0,56238.0,99.5768,75.2193,129.3084,13.3065,0.0075%,mh
,"Cleburne County, AR",5023.0,White,2106-3,68.0,96271.0,70.6339,54.8501,89.5455,8.5656,0.0091%,mh
,"Cleveland County, AR",5025.0,White,2106-3,27.0,27122.0,99.5502,65.6046,144.8405,19.1584,0.0036%,mh
,"Columbia County, AR",5027.0,Black or African American,2054-5,18.0,33189.0,Unreliable,32.1428,85.7144,12.7833,0.0024%,mh
,"Columbia County, AR",5027.0,White,2106-3,31.0,57017.0,54.3697,36.9415,77.1735,9.7651,0.0042%,mh
,"Conway County, AR",5029.0,White,2106-3,32.0,70802.0,45.1965,30.9144,63.8038,7.9897,0.0043%,mh
,"Craighead County, AR",5031.0,White,2106-3,376.0,351360.0,107.0128,96.196,117.8295,5.5188,0.0505%,mh
,"Crawford County, AR",5033.0,White,2106-3,110.0,226914.0,48.4765,39.4173,57.5357,4.6221,0.0148%,mh
,"Crittenden County, AR",5035.0,Black or African American,2054-5,58.0,104836.0,55.3245,42.0101,71.5196,7.2645,0.0078%,mh
,"Crittenden County, AR",5035.0,White,2106-3,116.0,81652.0,142.0663,116.2129,167.9198,13.1905,0.0156%,mh
,"Cross County, AR",5037.0,White,2106-3,47.0,48710.0,96.4894,70.8966,128.3107,14.0744,0.0063%,mh
,"Dallas County, AR",5039.0,White,2106-3,14.0,15318.0,Unreliable,49.967,153.3465,24.4265,0.0019%,mh
,"Desha County, AR",5041.0,Black or African American,2054-5,10.0,21735.0,Unreliable,22.063,84.6119,14.5492,0.0013%,mh
,"Desha County, AR",5041.0,White,2106-3,19.0,22032.0,Unreliable,51.9214,134.6713,19.7844,0.0026%,mh
,"Drew County, AR",5043.0,White,2106-3,22.0,49616.0,44.3405,27.7878,67.132,9.4534,0.0030%,mh
,"Faulkner County, AR",5045.0,Black or African American,2054-5,11.0,61974.0,Unreliable,8.8605,31.7586,5.3516,0.0015%,mh
,"Faulkner County, AR",5045.0,White,2106-3,198.0,419107.0,47.2433,40.6627,53.8239,3.3574,0.0266%,mh
,"Franklin County, AR",5047.0,White,2106-3,33.0,66589.0,49.5577,34.1131,69.5974,8.6269,0.0044%,mh
,"Fulton County, AR",5049.0,White,2106-3,45.0,47331.0,95.0751,69.3487,127.2181,14.173,0.0060%,mh
,"Garland County, AR",5051.0,White,2106-3,221.0,346432.0,63.7932,55.3824,72.2039,4.2912,0.0297%,mh
,"Grant County, AR",5053.0,White,2106-3,27.0,68989.0,39.1367,25.7915,56.9419,7.5319,0.0036%,mh
,"Greene County, AR",5055.0,White,2106-3,146.0,173599.0,84.1019,70.4596,97.7441,6.9603,0.0196%,mh
,"Hempstead County, AR",5057.0,White,2106-3,28.0,55291.0,50.6412,33.6505,73.1906,9.5703,0.0038%,mh
,"Hot Spring County, AR",5059.0,White,2106-3,74.0,114913.0,64.3965,50.5655,80.8441,7.4859,0.0099%,mh
,"Howard County, AR",5061.0,White,2106-3,20.0,39169.0,51.0608,31.1895,78.8593,11.4175,0.0027%,mh
,"Independence County, AR",5063.0,White,2106-3,61.0,141502.0,43.1089,32.9749,55.3751,5.5195,0.0082%,mh
,"Izard County, AR",5065.0,White,2106-3,51.0,51978.0,98.1184,73.056,129.0081,13.7393,0.0069%,mh
,"Jackson County, AR",5067.0,White,2106-3,61.0,52973.0,115.1530,88.0828,147.9186,14.7438,0.0082%,mh
,"Jefferson County, AR",5069.0,Black or African American,2054-5,53.0,152788.0,34.6886,25.9842,45.3734,4.7648,0.0071%,mh
,"Jefferson County, AR",5069.0,White,2106-3,83.0,105785.0,78.4610,62.4934,97.2642,8.6122,0.0112%,mh
,"Johnson County, AR",5071.0,White,2106-3,44.0,96445.0,45.6219,33.1488,61.2451,6.8778,0.0059%,mh
,"Lawrence County, AR",5075.0,White,2106-3,52.0,63084.0,82.4298,61.5627,108.0959,11.431,0.0070%,mh
,"Lee County, AR",5077.0,White,2106-3,22.0,15131.0,145.3969,91.1188,220.1323,30.9987,0.0030%,mh
,"Lincoln County, AR",5079.0,White,2106-3,24.0,35389.0,67.8177,43.4521,100.9073,13.8432,0.0032%,mh
,"Little River County, AR",5081.0,White,2106-3,26.0,36696.0,70.8524,46.2829,103.8151,13.8953,0.0035%,mh
,"Logan County, AR",5083.0,White,2106-3,51.0,79950.0,63.7899,47.496,83.8722,8.9324,0.0069%,mh
,"Lonoke County, AR",5085.0,White,2106-3,107.0,264943.0,40.3860,32.7337,48.0384,3.9043,0.0144%,mh
,"Madison County, AR",5087.0,White,2106-3,39.0,62613.0,62.2874,44.2926,85.1487,9.974,0.0052%,mh
,"Marion County, AR",5089.0,White,2106-3,46.0,64144.0,71.7136,52.5037,95.656,10.5736,0.0062%,mh
,"Miller County, AR",5091.0,Black or African American,2054-5,14.0,44059.0,Unreliable,17.372,53.314,8.4924,0.0019%,mh
,"Miller County, AR",5091.0,White,2106-3,43.0,122366.0,35.1405,25.4312,47.3339,5.3589,0.0058%,mh
,"Mississippi County, AR",5093.0,Black or African American,2054-5,20.0,57823.0,34.5883,21.1276,53.4189,7.7342,0.0027%,mh
,"Mississippi County, AR",5093.0,White,2106-3,69.0,99613.0,69.2681,53.8947,87.6629,8.3389,0.0093%,mh
,"Monroe County, AR",5095.0,White,2106-3,10.0,15017.0,Unreliable,31.9331,122.4639,21.058,0.0013%,mh
,"Montgomery County, AR",5097.0,White,2106-3,44.0,33331.0,132.0092,95.9179,177.2158,19.9011,0.0059%,mh
,"Nevada County, AR",5099.0,White,2106-3,16.0,21929.0,Unreliable,41.7048,118.4871,18.2407,0.0022%,mh
,"Newton County, AR",5101.0,White,2106-3,14.0,28844.0,Unreliable,26.5356,81.4368,12.972,0.0019%,mh
,"Ouachita County, AR",5103.0,Black or African American,2054-5,17.0,37107.0,Unreliable,26.6882,73.3519,11.1114,0.0023%,mh
,"Ouachita County, AR",5103.0,White,2106-3,34.0,52345.0,64.9537,44.9824,90.7663,11.1395,0.0046%,mh
,"Perry County, AR",5105.0,White,2106-3,32.0,38798.0,82.4785,56.4153,116.4349,14.5803,0.0043%,mh
,"Phillips County, AR",5107.0,Black or African American,2054-5,22.0,43028.0,51.1295,32.0423,77.4106,10.9008,0.0030%,mh
,"Phillips County, AR",5107.0,White,2106-3,28.0,24431.0,114.6085,76.1562,165.6414,21.659,0.0038%,mh
,"Pike County, AR",5109.0,White,2106-3,21.0,38864.0,54.0346,33.4485,82.5978,11.7913,0.0028%,mh
,"Poinsett County, AR",5111.0,White,2106-3,91.0,83083.0,109.5290,88.1862,134.4775,11.4818,0.0122%,mh
,"Polk County, AR",5113.0,White,2106-3,47.0,74063.0,63.4595,46.6275,84.3878,9.2565,0.0063%,mh
,"Pope County, AR",5115.0,White,2106-3,122.0,235748.0,51.7502,42.5671,60.9332,4.6852,0.0164%,mh
,"Prairie County, AR",5117.0,White,2106-3,20.0,27954.0,71.5461,43.7025,110.4972,15.9982,0.0027%,mh
,"Pulaski County, AR",5119.0,Black or African American,2054-5,141.0,598613.0,23.5545,19.6665,27.4424,1.9836,0.0190%,mh
,"Pulaski County, AR",5119.0,White,2106-3,473.0,896717.0,52.7480,47.9943,57.5017,2.4254,0.0636%,mh
,"Randolph County, AR",5121.0,White,2106-3,75.0,68407.0,109.6379,86.2368,137.4322,12.6599,0.0101%,mh
,"St. Francis County, AR",5123.0,White,2106-3,21.0,42831.0,49.0299,30.3505,74.9476,10.6992,0.0028%,mh
,"Saline County, AR",5125.0,White,2106-3,225.0,432222.0,52.0566,45.2545,58.8586,3.4704,0.0302%,mh
,"Scott County, AR",5127.0,White,2106-3,17.0,36875.0,Unreliable,26.8561,73.8134,11.1813,0.0023%,mh
,"Searcy County, AR",5129.0,White,2106-3,23.0,29983.0,76.7101,48.6273,115.1028,15.9952,0.0031%,mh
,"Sebastian County, AR",5131.0,White,2106-3,186.0,418199.0,44.4764,38.0845,50.8683,3.2612,0.0250%,mh
,"Sevier County, AR",5133.0,White,2106-3,24.0,58431.0,41.0741,26.317,61.115,8.3842,0.0032%,mh
,"Sharp County, AR",5135.0,White,2106-3,57.0,66502.0,85.7117,64.9172,111.0498,11.3528,0.0077%,mh
,"Stone County, AR",5137.0,White,2106-3,27.0,48223.0,55.9899,36.8979,81.4625,10.7753,0.0036%,mh
,"Union County, AR",5139.0,Black or African American,2054-5,25.0,50998.0,49.0215,31.7243,72.3656,9.8043,0.0034%,mh
,"Union County, AR",5139.0,White,2106-3,57.0,98683.0,57.7607,43.7474,74.8359,7.6506,0.0077%,mh
,"Van Buren County, AR",5141.0,White,2106-3,43.0,62677.0,68.6057,49.65,92.4112,10.4623,0.0058%,mh
,"Washington County, AR",5143.0,Black or African American,2054-5,13.0,36629.0,Unreliable,18.8975,60.6907,9.8434,0.0017%,mh
,"Washington County, AR",5143.0,White,2106-3,284.0,835277.0,34.0007,30.0463,37.9551,2.0176,0.0382%,mh
,"White County, AR",5145.0,White,2106-3,146.0,287290.0,50.8197,42.5762,59.0632,4.2059,0.0196%,mh
,"Woodruff County, AR",5147.0,White,2106-3,26.0,17858.0,145.5930,95.1057,213.3272,28.5531,0.0035%,mh
,"Yell County, AR",5149.0,White,2106-3,31.0,78795.0,39.3426,26.7313,55.8437,7.0661,0.0042%,mh
,"Alameda County, CA",6001.0,Asian,A,393.0,2178787.0,18.0376,16.2542,19.8209,0.9099,0.0528%,mh
,"Alameda County, CA",6001.0,Black or African American,2054-5,367.0,726618.0,50.5080,45.3404,55.6755,2.6365,0.0493%,mh
