"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Polk County, IA"	"19153"	"Sep., 2018"	"2018/09"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Polk County, IA"	"19153"	"Oct., 2018"	"2018/10"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Polk County, IA"	"19153"	"Nov., 2018"	"2018/11"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Polk County, IA"	"19153"	"Dec., 2018"	"2018/12"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pottawattamie County, IA"	"19155"	"Jan., 2018"	"2018/01"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pottawattamie County, IA"	"19155"	"Apr., 2018"	"2018/04"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pottawattamie County, IA"	"19155"	"May, 2018"	"2018/05"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pottawattamie County, IA"	"19155"	"Aug., 2018"	"2018/08"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pottawattamie County, IA"	"19155"	"Nov., 2018"	"2018/11"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Scott County, IA"	"19163"	"Jan., 2018"	"2018/01"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Scott County, IA"	"19163"	"Feb., 2018"	"2018/02"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Scott County, IA"	"19163"	"Mar., 2018"	"2018/03"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Scott County, IA"	"19163"	"Apr., 2018"	"2018/04"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Scott County, IA"	"19163"	"May, 2018"	"2018/05"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Scott County, IA"	"19163"	"Sep., 2018"	"2018/09"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Scott County, IA"	"19163"	"Oct., 2018"	"2018/10"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Scott County, IA"	"19163"	"Nov., 2018"	"2018/11"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Scott County, IA"	"19163"	"Dec., 2018"	"2018/12"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Story County, IA"	"19169"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Webster County, IA"	"19187"	"Jun., 2018"	"2018/06"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Webster County, IA"	"19187"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Woodbury County, IA"	"19193"	"Jan., 2018"	"2018/01"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Woodbury County, IA"	"19193"	"Feb., 2018"	"2018/02"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Woodbury County, IA"	"19193"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Woodbury County, IA"	"19193"	"May, 2018"	"2018/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Woodbury County, IA"	"19193"	"Jun., 2018"	"2018/06"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Woodbury County, IA"	"19193"	"Jul., 2018"	"2018/07"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Woodbury County, IA"	"19193"	"Aug., 2018"	"2018/08"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Woodbury County, IA"	"19193"	"Sep., 2018"	"2018/09"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Woodbury County, IA"	"19193"	"Nov., 2018"	"2018/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Atchison County, KS"	"20005"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Barton County, KS"	"20009"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, KS"	"20015"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, KS"	"20015"	"Aug., 2018"	"2018/08"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, KS"	"20045"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, KS"	"20045"	"Mar., 2018"	"2018/03"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"Jan., 2018"	"2018/01"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"Feb., 2018"	"2018/02"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"Mar., 2018"	"2018/03"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"Apr., 2018"	"2018/04"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"May, 2018"	"2018/05"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"Jun., 2018"	"2018/06"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"Jul., 2018"	"2018/07"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"Aug., 2018"	"2018/08"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"Sep., 2018"	"2018/09"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"Oct., 2018"	"2018/10"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"Nov., 2018"	"2018/11"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"Dec., 2018"	"2018/12"	48	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Leavenworth County, KS"	"20103"	"Feb., 2018"	"2018/02"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Leavenworth County, KS"	"20103"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Reno County, KS"	"20155"	"Jan., 2018"	"2018/01"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Reno County, KS"	"20155"	"Feb., 2018"	"2018/02"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Reno County, KS"	"20155"	"Mar., 2018"	"2018/03"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Reno County, KS"	"20155"	"Sep., 2018"	"2018/09"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Saline County, KS"	"20169"	"Feb., 2018"	"2018/02"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"Jan., 2018"	"2018/01"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"Feb., 2018"	"2018/02"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"Mar., 2018"	"2018/03"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"Apr., 2018"	"2018/04"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"May, 2018"	"2018/05"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"Jun., 2018"	"2018/06"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"Jul., 2018"	"2018/07"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"Aug., 2018"	"2018/08"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"Sep., 2018"	"2018/09"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"Oct., 2018"	"2018/10"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"Nov., 2018"	"2018/11"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"Dec., 2018"	"2018/12"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	"Jan., 2018"	"2018/01"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	"Feb., 2018"	"2018/02"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	"Mar., 2018"	"2018/03"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	"Apr., 2018"	"2018/04"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	"May, 2018"	"2018/05"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	"Jun., 2018"	"2018/06"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	"Jul., 2018"	"2018/07"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	"Aug., 2018"	"2018/08"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	"Sep., 2018"	"2018/09"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	"Oct., 2018"	"2018/10"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	"Nov., 2018"	"2018/11"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	"Dec., 2018"	"2018/12"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyandotte County, KS"	"20209"	"Jan., 2018"	"2018/01"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyandotte County, KS"	"20209"	"Feb., 2018"	"2018/02"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyandotte County, KS"	"20209"	"Mar., 2018"	"2018/03"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyandotte County, KS"	"20209"	"Apr., 2018"	"2018/04"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyandotte County, KS"	"20209"	"May, 2018"	"2018/05"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyandotte County, KS"	"20209"	"Jun., 2018"	"2018/06"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyandotte County, KS"	"20209"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyandotte County, KS"	"20209"	"Oct., 2018"	"2018/10"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyandotte County, KS"	"20209"	"Nov., 2018"	"2018/11"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyandotte County, KS"	"20209"	"Dec., 2018"	"2018/12"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bell County, KY"	"21013"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Boone County, KY"	"21015"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Boyd County, KY"	"21019"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Boyd County, KY"	"21019"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bullitt County, KY"	"21029"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Campbell County, KY"	"21037"	"Jan., 2018"	"2018/01"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Campbell County, KY"	"21037"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Carter County, KY"	"21043"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Daviess County, KY"	"21059"	"Jan., 2018"	"2018/01"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Daviess County, KY"	"21059"	"Feb., 2018"	"2018/02"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Daviess County, KY"	"21059"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Daviess County, KY"	"21059"	"Apr., 2018"	"2018/04"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Daviess County, KY"	"21059"	"May, 2018"	"2018/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Daviess County, KY"	"21059"	"Jul., 2018"	"2018/07"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Daviess County, KY"	"21059"	"Sep., 2018"	"2018/09"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Daviess County, KY"	"21059"	"Nov., 2018"	"2018/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Daviess County, KY"	"21059"	"Dec., 2018"	"2018/12"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	"Jan., 2018"	"2018/01"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	"Feb., 2018"	"2018/02"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	"Mar., 2018"	"2018/03"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	"Apr., 2018"	"2018/04"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	"May, 2018"	"2018/05"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	"Jun., 2018"	"2018/06"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	"Jul., 2018"	"2018/07"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	"Aug., 2018"	"2018/08"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	"Sep., 2018"	"2018/09"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	"Oct., 2018"	"2018/10"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	"Dec., 2018"	"2018/12"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Floyd County, KY"	"21071"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Floyd County, KY"	"21071"	"Feb., 2018"	"2018/02"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Floyd County, KY"	"21071"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, KY"	"21073"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Graves County, KY"	"21083"	"Mar., 2018"	"2018/03"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hardin County, KY"	"21093"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hardin County, KY"	"21093"	"Apr., 2018"	"2018/04"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hardin County, KY"	"21093"	"Sep., 2018"	"2018/09"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hardin County, KY"	"21093"	"Nov., 2018"	"2018/11"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hardin County, KY"	"21093"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Harlan County, KY"	"21095"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Henderson County, KY"	"21101"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hopkins County, KY"	"21107"	"Jan., 2018"	"2018/01"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hopkins County, KY"	"21107"	"May, 2018"	"2018/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Jan., 2018"	"2018/01"	109	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Feb., 2018"	"2018/02"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Mar., 2018"	"2018/03"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Apr., 2018"	"2018/04"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"May, 2018"	"2018/05"	73	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Jun., 2018"	"2018/06"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Jul., 2018"	"2018/07"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Aug., 2018"	"2018/08"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Sep., 2018"	"2018/09"	48	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Oct., 2018"	"2018/10"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Nov., 2018"	"2018/11"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"Dec., 2018"	"2018/12"	65	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Jan., 2018"	"2018/01"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Feb., 2018"	"2018/02"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Mar., 2018"	"2018/03"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"May, 2018"	"2018/05"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Jul., 2018"	"2018/07"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"Dec., 2018"	"2018/12"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Laurel County, KY"	"21125"	"Jan., 2018"	"2018/01"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Laurel County, KY"	"21125"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Letcher County, KY"	"21133"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McCracken County, KY"	"21145"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McCracken County, KY"	"21145"	"Feb., 2018"	"2018/02"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McCracken County, KY"	"21145"	"May, 2018"	"2018/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McCracken County, KY"	"21145"	"Sep., 2018"	"2018/09"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"McCracken County, KY"	"21145"	"Dec., 2018"	"2018/12"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, KY"	"21151"	"Jan., 2018"	"2018/01"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, KY"	"21151"	"Jul., 2018"	"2018/07"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marshall County, KY"	"21157"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marshall County, KY"	"21157"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pike County, KY"	"21195"	"Jan., 2018"	"2018/01"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pike County, KY"	"21195"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pike County, KY"	"21195"	"Jul., 2018"	"2018/07"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pike County, KY"	"21195"	"Sep., 2018"	"2018/09"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
